"","state","date","symptom.x","finances_samplesize","finances_stderr","symptom.y","symptom_samplesize","symptoms_stderr","maskwearing","maskwearing_samplesize","maskwearing_stderr","admission","depression"
"14046","md",2022-02-01,36.0444378,1229.9919,1.3690117,1.8532061,2724.9912,0.3954155,83.5553989,2413.9914,0.7544511,0.0188721,10.1358865
"14047","me",2022-02-01,41.0534104,589,2.0269653,3.3146142,1289,0.5889848,73.3890167,1140,1.3088611,0.0211618,13.8471559
"14048","mi",2022-02-01,37.5360614,3244.0247,0.8501527,2.9988775,7266.032,0.2477809,60.0513992,6394.0326,0.6125266,0.0358341,14.8783163
"14049","mn",2022-02-01,32.2683953,1428.8873,1.2367599,3.4290075,3142.6008,0.4125895,61.8724023,2801.5852,0.9176272,0.0404026,11.862533
"14050","mo",2022-02-01,38.0518379,1634.7733,1.2008071,3.1780978,3695.7254,0.2920357,58.3890347,3199.7129,0.8713929,0.1161148,15.6236462
"14051","ms",2022-02-01,41.5761462,739.6262,1.8122206,4.6240697,1718.9816,0.5325752,57.7641612,1440.4894,1.3014119,0.0818586,15.3475985
"14052","mt",2022-02-01,41.6519406,371.9285,2.5562369,4.475831,888.5804,0.8917852,49.757765,761.6659,1.8116848,0.0528818,17.8474395
"14053","nc",2022-02-01,38.5825754,2670.0019,0.9420753,4.1338623,6103.0087,0.4516823,72.6462242,5322.0071,0.611051,0.0269521,14.8570335
"14054","nd",2022-02-01,33.1553431,213.3199,3.2232532,4.7107423,491.6381,1.1282098,39.0680263,416.5327,2.3906104,0.3359988,12.17493
"14055","ne",2022-02-01,32.4834321,605.8856,1.9025708,3.1154237,1398.6228,0.4699662,61.7729448,1222.6782,1.3897238,0.2285653,12.1334368
"14056","nh",2022-02-01,35.1296254,442,2.2706428,3.09703,1067,0.5872894,67.6206779,954,1.514954,0.010456,16.6876014
"14057","nj",2022-02-01,38.5027574,1490.9995,1.260187,1.4092198,3341.9986,0.2286356,76.5338576,2934.9989,0.7822466,0.0353831,8.8372053
"14058","nm",2022-02-01,44.5270041,751.6942,1.8127251,4.2004613,1722.2549,0.6359362,87.3057406,1486.2319,0.8635387,0.0542585,12.7068298
"14059","nv",2022-02-01,42.3454903,661.8799,1.9205722,3.1279101,1436.1986,0.4894923,79.928794,1265.218,1.1260448,0.0182085,13.0852212
"14060","ny",2022-02-01,42.1208828,3557.9994,0.8277644,2.2169673,8148.0003,0.2404863,84.3850821,7145.9998,0.429409,0.0088654,13.4336097
"14061","oh",2022-02-01,37.1447863,3228.9989,0.8503263,2.4514104,7176.9956,0.2295881,56.705118,6310.0007,0.623756,0.0354296,13.5134936
"14062","ok",2022-02-01,45.9180523,1048.0562,1.5393083,5.0450608,2405.8694,0.495447,54.5426329,2063.8124,1.0960619,0.1363694,18.1205671
"14063","or",2022-02-01,37.5349735,1298.0063,1.3439964,3.5643768,2974.0224,0.4294749,82.6040362,2638.0199,0.7380501,0.0134723,17.0436727
"14064","pa",2022-02-01,36.6973334,3248.0016,0.8457074,2.1377504,7416.0048,0.176416,60.848583,6530.0041,0.6040074,0.0357611,13.0252059
"14065","ri",2022-02-01,42.072386,302.998,2.8360998,2.3811572,667.9965,0.5688257,80.6723572,588.9965,1.6270296,0,16.4776631
"14066","sc",2022-02-01,38.7685154,1543.0004,1.2403492,4.6985762,3565.0025,0.4356381,61.3423857,3047.0016,0.8821887,0.0383286,12.5431985
"14067","sd",2022-02-01,40.8225145,284.1059,2.9160032,5.1366189,657.8337,0.805621,44.5727949,575.8567,2.0712819,0.1600251,14.0602617
"14068","tn",2022-02-01,40.9910421,1916.9237,1.1233137,5.2487055,4362.031,0.3956656,56.5679522,3733.7352,0.8111826,0.0850484,15.756628
"14069","tx",2022-02-01,45.6173803,5663.0036,0.6618687,3.5291283,12772.1609,0.1831411,64.9992668,11109.1531,0.4525352,0.0428171,13.5724816
"14070","ut",2022-02-01,41.111526,791.1406,1.7493234,4.0184572,1800.3523,0.6176108,55.8575552,1588.1574,1.2460124,0.0219788,16.9878698
"14071","va",2022-02-01,36.9988093,2270.802,1.0131614,2.9325024,5171.8792,0.279812,71.1249423,4495.3171,0.6759152,0.0814848,13.9176173
"14072","vt",2022-02-01,41.8295155,255.0002,3.0890326,2.4158264,556.0004,0.8657294,77.3472068,490.0004,1.8909715,0,23.4036734
"14073","wa",2022-02-01,36.8924052,2229.9912,1.0217808,3.5212435,4915.975,0.3596989,85.7703168,4355.9784,0.529326,0.0129978,16.1562584
"14074","wi",2022-02-01,32.6845838,1716.9752,1.1320008,2.9268724,3684.9679,0.5812867,56.56617,3277.9678,0.8657452,0.0685794,13.3702581
"14075","wv",2022-02-01,41.3844602,724.0034,1.8304368,4.4465154,1655.156,0.6507024,57.4049134,1411.1054,1.3163596,0.0720374,17.1604045
"14076","wy",2022-02-01,33.4284788,201.9685,3.3194087,5.381732,429.7096,1.1512085,42.0926295,387.7043,2.507377,0,13.8128888
"14077","ak",2022-02-02,42.6210139,225,3.2968339,2.6895668,539,0.6203016,68.0889729,475,2.1387596,0.0390769,18.7179917
"14078","al",2022-02-02,39.7159999,1278.0306,1.3687154,4.8033905,2866.0804,0.435798,57.3556586,2454.0698,0.9983329,0.0348324,14.2550783
"14079","ar",2022-02-02,44.5913251,926.1972,1.6332864,4.5768235,1981.2216,0.5283102,60.7181588,1691.2345,1.1875538,0.0801371,15.8544708
"14080","az",2022-02-02,39.8321786,1601.2799,1.2233918,3.2591661,3702.7577,0.3208967,64.1738242,3239.9502,0.8423838,0.0654478,16.0470174
"14081","ca",2022-02-02,42.1388498,6832.1133,0.5973892,3.2006841,15314.2517,0.2046168,85.3118869,13415.2323,0.3056249,0.0134264,12.0673093
"14082","co",2022-02-02,35.0949261,1505.9985,1.2298417,2.4675007,3301.9359,0.3379243,67.6119347,2952.9658,0.8611424,0.0270576,14.0260428
"14083","ct",2022-02-02,38.7460052,1050,1.5034397,2.2779636,2350,0.4080792,80.3939482,2104,0.8655335,0.0200811,11.6173829
"14084","dc",2022-02-02,33.1733917,133,4.0826658,1.6839985,268,0.9098567,87.5547211,231,2.1718814,0.0601237,15.2894733
"14085","de",2022-02-02,39.0203182,324.0073,2.7099457,1.6157527,720.0073,0.4526451,85.6539875,631.0073,1.3954755,0.0144767,12.9608976
"14086","fl",2022-02-02,39.4973356,5131.0007,0.6824489,2.826961,11842,0.179606,60.8818987,10346,0.4797851,0.0407538,11.5889893
"14087","ga",2022-02-02,39.84599,2016.9806,1.0901186,3.7026102,4621.9424,0.3440441,62.6042926,3992.9476,0.7657132,0.0573562,10.8036148
"14088","hi",2022-02-02,36.3409294,312,2.7230202,1.7554794,665,0.4898598,90.512329,581,1.2157537,0,9.58163
"14089","ia",2022-02-02,31.6442353,1130.7728,1.3830797,4.1136067,2569.2662,0.508927,43.532413,2247.389,1.0458439,0.0451571,13.5452161
"14090","id",2022-02-02,32.8560729,602.029,1.9142669,3.8735145,1385.5765,0.5363994,47.4485494,1191.5665,1.4465874,0.0156392,11.3807198
"14091","il",2022-02-02,36.8568236,3030.0237,0.8763935,2.1613306,6855.0467,0.2372143,79.5476681,6032.0466,0.5193412,0.0147538,12.704925
"14092","in",2022-02-02,39.0977991,1825.0034,1.1422491,3.8423252,4124.01,0.5131928,54.1104695,3588.0046,0.8318997,0.0740198,14.6971743
"14093","ks",2022-02-02,38.056064,915.0585,1.6050439,3.8361796,2097.0598,0.5724644,58.9298326,1814.0582,1.1550618,0.0294166,12.9671136
"14094","ky",2022-02-02,45.9726372,1344.3765,1.35924,5.1371209,3037.4355,0.5968464,57.3627441,2599.742,0.9699391,0.0446703,14.9046908
"14095","la",2022-02-02,45.6148794,1047,1.5392883,3.2273199,2424.9993,0.3629386,58.2419,2104.9992,1.0748854,0.0738071,15.7210304
"14096","ma",2022-02-02,37.5001247,1278.002,1.3542229,1.8462489,3046.004,0.2823805,83.3829773,2701.004,0.7162303,0.0911822,14.1889872
"14097","md",2022-02-02,34.9553238,1200.9917,1.375918,1.5348576,2671.9909,0.3423835,83.7754534,2369.9911,0.7573059,0.0235901,9.4869098
"14098","me",2022-02-02,39.8549895,579,2.034707,3.5772179,1268,0.619157,74.2366947,1126,1.3032895,0.0211618,14.1539582
"14099","mi",2022-02-02,37.6055095,3208.0254,0.8552242,2.6752906,7144.033,0.2348304,59.8205516,6302.0338,0.6175709,0.0344008,14.3789355
"14100","mn",2022-02-02,32.1211282,1399.8199,1.2480346,3.1680322,3100.5562,0.3984959,61.8125444,2773.5326,0.9225333,0.0505033,11.057421
"14101","mo",2022-02-02,36.5874525,1605.7866,1.2020147,3.1066067,3640.7165,0.2955427,57.4027987,3177.704,0.8772035,0.125404,14.8971162
"14102","ms",2022-02-02,43.7616062,733.8009,1.831361,4.1734172,1680.9823,0.4927917,57.6247901,1409.3157,1.3163048,0.0914891,15.9492825
"14103","mt",2022-02-02,41.0538659,382.9101,2.513948,4.8607947,905.7962,0.9112499,49.1549302,785.8909,1.78331,0.0793227,18.8849803
"14104","nc",2022-02-02,39.1492464,2622.0016,0.9531872,3.8952844,5957.0078,0.4485629,72.7136414,5212.0065,0.6169902,0.0256045,14.3287192
"14105","nd",2022-02-02,32.7811909,209.3355,3.2444145,4.8926378,469.4194,0.974141,36.1182507,398.3141,2.406794,0.3359988,12.3660691
"14106","ne",2022-02-02,32.3579602,600.8837,1.9085507,3.1435776,1361.7172,0.4912686,63.8570405,1195.7742,1.389286,0.2433114,12.3280111
"14107","nh",2022-02-02,32.03977,443,2.2170233,2.8291956,1048,0.5558359,66.612575,939,1.5389935,0.010456,14.0501439
"14108","nj",2022-02-02,39.5278627,1446.9995,1.2852723,1.3615766,3265.9986,0.2286362,75.6954438,2859.9988,0.8020396,0.0353831,8.5675875
"14109","nm",2022-02-02,42.0099202,715.625,1.845058,3.7560512,1693.1054,0.5853439,87.1913843,1462.0804,0.8739815,0.0678231,13.7498389
"14110","nv",2022-02-02,42.6882218,656.8867,1.9298819,3.3165419,1425.2025,0.5663967,81.0036211,1253.2219,1.1080864,0.0182085,13.5377388
"14111","ny",2022-02-02,41.0062972,3478.9997,0.8338749,2.1352595,8023.0004,0.2366283,84.1173006,7054.9999,0.4351674,0.0073879,13.4824125
"14112","oh",2022-02-02,36.0485134,3159.9986,0.8541331,2.3825412,7020.995,0.2313033,56.0973039,6180.9997,0.6312294,0.0354296,13.4573275
"14113","ok",2022-02-02,44.9255233,1006.9994,1.5674986,4.4892919,2306.0561,0.4605118,54.3789526,1981.9991,1.1187842,0.1184261,19.0736807
"14114","or",2022-02-02,38.729504,1272.0071,1.3658465,3.455146,2916.0181,0.4285167,81.9981758,2592.0167,0.7546428,0.0033681,16.8234581
"14115","pa",2022-02-02,36.5937567,3207.0014,0.8505893,2.0841804,7317.0045,0.1809578,60.6450295,6448.0039,0.6083938,0.0368786,12.466324
"14116","ri",2022-02-02,43.9152744,299.998,2.8653054,2.1973482,659.996,0.552192,78.5617215,589.996,1.6895689,0,16.5079332
"14117","sc",2022-02-02,40.4628273,1507.0008,1.2643446,4.3543778,3530.0027,0.4198091,60.4242667,3022.0018,0.889555,0.0465418,13.1661702
"14118","sd",2022-02-02,41.4448723,284.1921,2.922213,4.2379611,643.9527,0.7304232,41.039912,566.8828,2.0660253,0.1920302,14.6910044
"14119","tn",2022-02-02,39.6731792,1857.6134,1.1350789,5.1475546,4275.7208,0.3943758,55.4583626,3672.4247,0.8201441,0.0829741,15.9305548
"14120","tx",2022-02-02,45.2957329,5529.0034,0.6694464,3.3062255,12434.9137,0.1818076,64.3980978,10822.9084,0.4602578,0.0457365,13.5303115
"14121","ut",2022-02-02,40.5088636,801.1043,1.7344294,3.8497023,1796.316,0.6130762,56.7805441,1585.1211,1.2442516,0.0219788,16.5314459
"14122","va",2022-02-02,36.9728157,2295.5922,1.0075297,2.8746498,5143.4772,0.274845,71.207309,4481.3321,0.6763942,0.0831477,13.8367223
"14123","vt",2022-02-02,40.2301687,243.0002,3.1456734,2.7389491,528.0004,0.8675439,78.5018948,462.0004,1.9112565,0,23.5500022
"14124","wa",2022-02-02,37.7708815,2211.9913,1.030822,3.6336447,4867.9794,0.3661997,85.4178807,4331.9817,0.536218,0.0148546,16.6005456
"14125","wi",2022-02-02,31.9742423,1656.9751,1.1457209,2.7775384,3608.9682,0.5786139,55.2595333,3207.968,0.8778875,0.0783765,13.0513075
"14126","wv",2022-02-02,41.0803704,704.0033,1.8542139,4.658861,1600.0573,0.6643974,58.154165,1359.056,1.3381286,0.0880457,16.0175131
"14127","wy",2022-02-02,36.7706314,195.9819,3.444308,6.0659138,428.9608,1.2048099,41.0113327,381.9555,2.5166907,0,14.1089041
"14128","ak",2022-02-03,46.5007859,225,3.3251603,3.8119174,535,0.7675181,71.5600076,460,2.1033958,0.0390769,22.6753651
"14129","al",2022-02-03,39.737403,1281.0286,1.3672384,4.246504,2856.0693,0.3993669,57.2387941,2450.0639,0.999497,0.0435405,14.5004808
"14130","ar",2022-02-03,45.2689313,922.2204,1.6390784,4.5328501,1940.245,0.538873,58.9359507,1665.2577,1.2055363,0.0801371,15.7236601
"14131","az",2022-02-03,38.2778984,1594.5087,1.2172533,3.0953916,3662.3404,0.3579168,63.4623239,3195.5329,0.8518376,0.0731475,15.600191
"14132","ca",2022-02-03,41.3585013,6722.6842,0.6006391,3.0365834,15073.7467,0.2052136,85.1307426,13231.7467,0.3092995,0.0127007,12.0090287
"14133","co",2022-02-03,34.9220747,1491.9985,1.2341919,2.2235251,3261.9348,0.2895237,67.8777767,2924.9647,0.8633886,0.0393565,14.1793326
"14134","ct",2022-02-03,39.9900152,1024,1.5308674,2.0361713,2274,0.3991639,80.5927003,2045,0.8745482,0.0120487,11.0527097
"14135","dc",2022-02-03,31.2417046,134,4.0038474,1.982862,265,0.9824797,88.3606335,231,2.1100274,0.0601237,14.6687932
"14136","de",2022-02-03,37.6727789,332.0073,2.6593708,1.3133577,718.0073,0.4141029,85.5419024,633.0073,1.3977859,0.0144767,12.0644283
"14137","fl",2022-02-03,39.2017082,5031.0005,0.6882893,2.8177947,11498.9997,0.1703743,60.2266415,10058.9997,0.4879924,0.0440404,11.2995063
"14138","ga",2022-02-03,39.2736586,2003.9828,1.0909183,3.6932717,4510.9486,0.3449893,61.7250702,3924.9533,0.7758375,0.0666932,10.8643676
"14139","hi",2022-02-03,39.2123223,311,2.7684639,1.6147145,647,0.4739522,90.7580662,570,1.2130721,0,9.4172294
"14140","ia",2022-02-03,31.5593524,1130.8054,1.3820608,3.7319792,2534.2983,0.5018524,44.9910141,2224.4096,1.0548054,0.0541885,12.8672069
"14141","id",2022-02-03,35.1929497,594.0375,1.9594403,3.5377794,1361.5851,0.5488767,48.7626344,1180.575,1.4547561,0.0156392,12.5534113
"14142","il",2022-02-03,37.4024559,3021.0235,0.8803425,1.8767359,6754.0463,0.2204526,79.0627767,5961.0461,0.5269681,0.0136189,12.5292476
"14143","in",2022-02-03,39.343687,1769.0031,1.1614787,3.4548671,3984.007,0.5126258,53.4065418,3485.0073,0.8450022,0.0697901,14.0533147
"14144","ks",2022-02-03,40.0943894,918.972,1.6166813,4.0584071,2057.973,0.6327131,59.5510858,1789.0008,1.1603607,0.0343194,14.108222
"14145","ky",2022-02-03,46.2997044,1335.386,1.3645016,5.1357701,3006.7548,0.6071768,57.9313998,2578.0656,0.9722749,0.0350981,15.8064649
"14146","la",2022-02-03,46.9689296,1004.9998,1.5743002,3.3496836,2363.9991,0.3767973,56.0854431,2036.999,1.099598,0.0768824,15.3639152
"14147","ma",2022-02-03,38.0066037,1273.0025,1.3604658,1.7141638,3005.005,0.2768692,82.296383,2674.005,0.7381426,0.0911822,14.0513876
"14148","md",2022-02-03,34.7310321,1172.9919,1.3901598,1.5745493,2606.9912,0.3579697,83.8602228,2324.9914,0.7629852,0.0235901,9.6240875
"14149","me",2022-02-03,39.4301047,542,2.0991464,3.3281425,1221,0.6067431,73.9738765,1083,1.3333056,0.0317427,13.8207261
"14150","mi",2022-02-03,36.5291157,3176.0258,0.8544071,2.4806785,7039.0334,0.2297277,59.3501358,6236.0343,0.621994,0.0372675,13.90099
"14151","mn",2022-02-03,30.9047566,1378.8651,1.2444454,3.0260399,3058.9706,0.393249,61.415716,2740.9587,0.929809,0.0530284,11.0389246
"14152","mo",2022-02-03,35.6152468,1573.7869,1.2070813,2.9153466,3555.718,0.2947088,57.7331963,3097.7051,0.8875493,0.1277263,14.6636946
"14153","ms",2022-02-03,44.9949838,731.9751,1.8388023,3.8885508,1632.1969,0.4866055,58.3666234,1381.5248,1.326245,0.0866739,16.2477443
"14154","mt",2022-02-03,40.2754632,388.8826,2.4870666,4.0536708,898.7867,0.8732286,49.5451155,789.8641,1.7789996,0.1189841,17.9412738
"14155","nc",2022-02-03,38.8299311,2529.0025,0.9691214,3.6949601,5796.0084,0.4595826,71.7951535,5058.0069,0.6327319,0.0309949,14.4349599
"14156","nd",2022-02-03,36.0517364,210.3528,3.3105742,5.0096577,460.4943,0.9890484,37.0388628,388.4063,2.4503153,0.3359988,13.6854055
"14157","ne",2022-02-03,32.7528847,598.9781,1.9175917,2.8190795,1330.8109,0.4699988,62.0374522,1167.8385,1.4200815,0.2359384,12.6873703
"14158","nh",2022-02-03,31.6794922,456,2.1786237,2.674987,1051,0.5552791,68.155411,940,1.5195118,0.010456,13.8338612
"14159","nj",2022-02-03,39.2070096,1443.9994,1.2847692,1.4745122,3266.9985,0.233366,74.7830558,2866.9986,0.8110247,0.0353831,8.4384718
"14160","nm",2022-02-03,42.1978279,684.3963,1.8878318,3.9882194,1634.5276,0.6126703,86.6093975,1413.5002,0.9058048,0.0746055,13.4937988
"14161","nv",2022-02-03,40.5476553,646.8867,1.9304264,2.986838,1403.2784,0.5488335,81.9783714,1231.2784,1.0953894,0.0227606,14.7811495
"14162","ny",2022-02-03,41.0772199,3433,0.8396634,2.1061632,7867.0004,0.2376183,84.3535621,6900.9997,0.4373241,0.0081266,13.3609723
"14163","oh",2022-02-03,35.3473796,3117.9983,0.8561182,2.1197589,6950.997,0.1908765,56.1731315,6129.9957,0.6337303,0.0305427,13.5437285
"14164","ok",2022-02-03,45.0540995,971.0567,1.5966602,3.9033144,2214.1136,0.4164983,55.3937764,1908.0566,1.1379747,0.1327808,18.4599057
"14165","or",2022-02-03,38.6438689,1267.4368,1.3677481,3.7333833,2868.4511,0.4468255,82.453375,2543.4497,0.7542051,0.0033681,16.9322338
"14166","pa",2022-02-03,37.60796,3181.0013,0.8588604,1.9726439,7192.0046,0.1850927,60.278082,6340.004,0.6145399,0.0424663,12.2544625
"14167","ri",2022-02-03,45.5715097,286.9975,2.9398204,2.0940197,620.995,0.5712425,77.5398807,552.995,1.7746307,0,18.1046124
"14168","sc",2022-02-03,39.3049782,1472.0009,1.2730524,3.9410241,3442.0029,0.3941218,58.995126,2930.0019,0.90864,0.0520173,12.331815
"14169","sd",2022-02-03,44.4042147,273.0602,3.0067951,4.1129179,629.3786,0.7154857,43.7991982,551.3087,2.1130361,0.1600251,16.7302998
"14170","tn",2022-02-03,37.8561415,1807.6042,1.140816,4.7954295,4179.4015,0.3430464,54.5614969,3582.1009,0.831929,0.0808997,14.7579798
"14171","tx",2022-02-03,44.8065357,5434.981,0.6745521,3.052758,12243.8868,0.1691572,63.8214044,10697.8839,0.4645796,0.0452499,13.2060642
"14172","ut",2022-02-03,41.9041931,775.1019,1.7722367,4.1915785,1768.3136,0.6020654,56.3442422,1554.1187,1.2580661,0.0219788,16.3730971
"14173","va",2022-02-03,36.9227926,2271.0053,1.0126851,2.9855341,5056.6976,0.2877365,71.1082657,4429.8859,0.6810054,0.0764959,12.502842
"14174","vt",2022-02-03,36.5130258,239.0001,3.1143483,2.9790038,517.0001,0.8863107,78.7918351,451.0001,1.9248808,0,22.1998545
"14175","wa",2022-02-03,37.8013235,2158.9914,1.0435629,3.3090602,4787.9759,0.3390283,85.7344689,4263.9782,0.5355675,0.0129978,16.7079745
"14176","wi",2022-02-03,32.7939623,1608.9748,1.1703789,2.7207714,3525.9677,0.5812894,54.9157302,3134.9675,0.8886779,0.0808258,12.1659696
"14177","wv",2022-02-03,40.642376,707.0031,1.8472137,4.6914419,1600.057,0.6759029,57.8093745,1351.0557,1.3436015,0.0880457,15.7870806
"14178","wy",2022-02-03,37.2430384,195.9743,3.4534561,6.2417879,419.9527,1.2223654,42.3212403,374.9474,2.5515376,0,14.3793797
"14179","ak",2022-02-04,46.2645368,217,3.3847355,4.0008382,517,0.7936804,68.9648194,443,2.1980576,0.0195385,22.2941411
"14180","al",2022-02-04,39.3574914,1245.0367,1.3845582,4.0255813,2769.0897,0.3947246,56.4372855,2387.0806,1.014862,0.0493459,15.1149423
"14181","ar",2022-02-04,44.7084781,933.3566,1.6274229,4.2995675,1950.5544,0.5243017,59.2919054,1684.5674,1.1969993,0.0942789,17.0186049
"14182","az",2022-02-04,38.927702,1552.5087,1.2374695,2.8052691,3585.8863,0.3474351,63.5065543,3139.0788,0.8592422,0.0731475,14.6803988
"14183","ca",2022-02-04,41.3670629,6538.6813,0.6090502,2.9573013,14809.7131,0.2030379,85.0041359,13021.6873,0.3128759,0.0127007,11.9513754
"14184","co",2022-02-04,36.064172,1449.9985,1.2610327,2.4137756,3206.9358,0.3012705,68.2297705,2877.9657,0.8678693,0.0442761,14.7533223
"14185","ct",2022-02-04,40.1652925,998,1.5518037,1.909726,2218,0.3947287,80.2649968,1998,0.8903975,0.0160649,10.8888086
"14186","dc",2022-02-04,30.7039204,134,3.9847295,1.4325525,268,0.7715221,85.3462027,235,2.3069239,0.0601237,14.3638256
"14187","de",2022-02-04,36.4313059,321.0073,2.6859725,1.7533222,702.0073,0.4845592,86.0420465,624.0073,1.3873033,0,10.7753205
"14188","fl",2022-02-04,39.3825844,4954.0004,0.6941811,2.9700053,11222.9992,0.2291997,58.9707517,9838.9993,0.4958949,0.0499562,11.1602984
"14189","ga",2022-02-04,39.0269906,1970.9801,1.0987787,3.3346549,4453.9388,0.3272892,62.5017675,3873.9473,0.7778121,0.0640255,11.9466487
"14190","hi",2022-02-04,40.2345811,291,2.8746054,1.3775341,642,0.4158123,89.6579656,565,1.281071,0,7.904048
"14191","ia",2022-02-04,31.1823121,1099.905,1.3967755,2.9518217,2501.5723,0.4288958,45.1864133,2198.6836,1.0613697,0.0722513,11.0364974
"14192","id",2022-02-04,35.5072427,584.9845,1.978526,3.0518543,1323.0782,0.5093991,48.0099634,1153.7951,1.4708264,0.0078196,11.7405941
"14193","il",2022-02-04,37.9663225,2980.0233,0.8890029,2.0934485,6640.0462,0.3325187,78.2819321,5854.0461,0.5389063,0.0158887,12.8172493
"14194","in",2022-02-04,38.1387696,1753.0032,1.1601156,3.4356342,3901.0062,0.5213952,54.2415276,3429.0064,0.8507806,0.0740198,14.4420466
"14195","ks",2022-02-04,38.704716,929.972,1.5972045,4.6727057,1994.9436,0.7582286,59.6705202,1747.0007,1.1736664,0.0441249,13.3287438
"14196","ky",2022-02-04,46.5473094,1309.3772,1.3784775,5.1189502,2960.0561,0.608194,58.2991953,2552.0646,0.9760176,0.0446703,15.5616878
"14197","la",2022-02-04,47.5070893,989.9998,1.5871281,3.2434421,2315.9987,0.3692718,56.2113536,2002.9986,1.1085428,0.0768824,16.2611906
"14198","ma",2022-02-04,37.6375028,1282.003,1.3530929,1.6493089,3007.007,0.2732291,81.9337702,2671.007,0.7444366,0.0828929,13.4470328
"14199","md",2022-02-04,34.1168565,1166.992,1.3878346,1.5685263,2578.9913,0.3541716,82.7881594,2308.9915,0.7855731,0.0259492,10.6267378
"14200","me",2022-02-04,38.4271674,550,2.074113,2.9729089,1240,0.5577802,71.7882341,1108,1.3519851,0.0317427,14.4231844
"14201","mi",2022-02-04,36.3449463,3106.0346,0.8630487,2.1620003,6893.0422,0.2141569,59.2215864,6119.0426,0.6282224,0.0387009,13.8228817
"14202","mn",2022-02-04,32.0571732,1370.8837,1.2604746,3.5205986,2991.9489,0.5624589,60.721909,2689.9454,0.9416211,0.0479781,13.4298013
"14203","mo",2022-02-04,35.8592639,1557.6505,1.2151577,2.7201754,3477.5062,0.2839276,57.5291488,3030.4932,0.89791,0.1207594,15.6474061
"14204","ms",2022-02-04,44.4456409,706.0412,1.8700733,3.5723342,1592.0477,0.4876634,57.733814,1360.2011,1.3393994,0.1059347,16.717705
"14205","mt",2022-02-04,41.1994253,394.6483,2.4776003,4.5423646,884.5712,0.9065714,48.2601328,773.6313,1.7965524,0.1189841,18.4277458
"14206","nc",2022-02-04,39.4821344,2473.002,0.9829465,3.6183354,5647.0066,0.4584081,71.7807908,4936.0058,0.6406026,0.0377329,13.8715336
"14207","nd",2022-02-04,33.1191557,200.587,3.3230671,4.2853822,463.7112,0.8304777,38.4382495,395.6405,2.4456084,0.3173322,13.9249324
"14208","ne",2022-02-04,31.4297164,583.9816,1.9210498,2.9616772,1297.8975,0.4819154,60.6909522,1148.8957,1.4410131,0.2506845,11.491045
"14209","nh",2022-02-04,31.4803494,463,2.1584244,2.3333303,1066,0.5256046,67.3506207,948,1.5230147,0.010456,12.8629997
"14210","nj",2022-02-04,41.0452596,1399.9993,1.3147009,1.4694228,3214.9986,0.2431764,74.3314395,2837.9988,0.8199378,0.0418164,10.9021892
"14211","nm",2022-02-04,43.6148157,668.3981,1.9181471,3.6832502,1609.78,0.583526,84.8632338,1396.7525,0.9589956,0.0746055,15.0824142
"14212","nv",2022-02-04,39.8690813,632.8896,1.9462698,3.1682746,1387.766,0.5716909,81.817333,1213.0648,1.1074126,0.0182085,13.9636471
"14213","ny",2022-02-04,40.9847243,3406.9998,0.8425723,1.8943067,7751.9998,0.2273062,84.2469028,6817.9991,0.4411959,0.0110818,12.7190059
"14214","oh",2022-02-04,35.2400952,3104.998,0.8573161,1.9608573,6828.9963,0.209392,56.3813739,6025.9953,0.6388361,0.0268776,15.0950376
"14215","ok",2022-02-04,43.7577051,940.0571,1.6180117,3.6865316,2124.1141,0.4327984,55.1616512,1824.0574,1.164459,0.1794335,17.3398576
"14216","or",2022-02-04,37.2052545,1249.4345,1.3674361,3.685752,2796.4476,0.4408137,82.9359783,2476.4473,0.7559579,0.0033681,14.8660918
"14217","pa",2022-02-04,37.9212681,3158.001,0.8633894,1.9309431,7119.0039,0.1873577,60.3262678,6301.0036,0.616311,0.0491715,12.1435196
"14218","ri",2022-02-04,42.0073288,275.997,2.9709607,2.2634031,603.993,0.5940352,78.8928872,533.993,1.7658978,0,17.8432787
"14219","sc",2022-02-04,39.1720896,1448.0006,1.2827897,3.8844629,3428.0026,0.3887048,57.702022,2915.0015,0.9150313,0.0602306,13.0631288
"14220","sd",2022-02-04,43.0031656,263.9297,3.0474139,3.752737,612.1307,0.7036771,44.9003736,535.0525,2.1503102,0.1440226,14.6775305
"14221","tn",2022-02-04,37.7410354,1750.6117,1.1585451,4.3765948,4019.9255,0.3244673,54.5061408,3456.9272,0.8469426,0.076751,14.2825118
"14222","tx",2022-02-04,43.4642663,5400.9785,0.6745148,2.9612969,12121.9871,0.1698076,63.0520437,10588.9847,0.4690484,0.0520617,12.5611717
"14223","ut",2022-02-04,39.6387227,778.1503,1.7535061,3.4051493,1769.4598,0.4389569,55.5910598,1561.2649,1.2574751,0.0219788,16.2496557
"14224","va",2022-02-04,36.5852328,2281.9646,1.008309,2.8594007,5007.8013,0.261522,71.9001787,4416.0462,0.6763943,0.0781589,13.4089753
"14225","vt",2022-02-04,37.5845475,252,3.0510579,2.5964659,514,0.8354034,80.7074806,450,1.8601378,0,20.124975
"14226","wa",2022-02-04,36.7311562,2127.9938,1.0450259,3.0595358,4702.9795,0.3133543,85.0254256,4173.9806,0.5523018,0.0129978,16.1229672
