"","state","date","symptom.x","finances_samplesize","finances_stderr","symptom.y","symptom_samplesize","symptoms_stderr","maskwearing","maskwearing_samplesize","maskwearing_stderr","admission","depression"
"6008","wi",2021-08-26,29.3969126,2174.9845,0.9768652,1.0369192,4787.9792,0.1651227,38.1171331,4393.9785,0.7326834,0,12.2274507
"6009","wv",2021-08-26,42.8471069,905.0526,1.6449131,2.0808198,2036.3389,0.3229945,43.7634829,1808.3383,1.166609,0.0160083,15.4553543
"6010","wy",2021-08-26,42.6383903,272.0369,2.9984524,2.154966,601.0326,0.541048,33.8900489,528.0109,2.0599092,0,20.3770862
"6011","ak",2021-08-27,37.2004025,324,2.6852192,1.9567666,699,0.550064,56.5836825,628,1.9778451,0.1367693,15.0311498
"6012","al",2021-08-27,40.4083654,1894.0541,1.1275404,2.7309592,4361.1073,0.2524463,63.5698638,3811.1021,0.7795263,0.0725674,14.5651584
"6013","ar",2021-08-27,42.2148854,1315.5878,1.3616982,3.1962099,2841.2111,0.9511224,62.6152548,2515.2107,0.9647174,0.0329976,18.1353885
"6014","az",2021-08-27,37.2986607,2238.7936,1.0220638,1.682108,4950.7797,0.1931817,60.7479809,4475.7797,0.7298987,0.0192493,12.2557594
"6015","ca",2021-08-27,40.7475102,8971.1002,0.5187773,1.2884456,19944.0451,0.097642,78.5685577,18105.9223,0.3049578,0.0025401,11.7836485
"6016","co",2021-08-27,36.5996448,1875.9684,1.1121709,1.2439088,4186.7874,0.1814566,44.7407838,3851.7885,0.8011668,0.0049196,12.7571313
"6017","ct",2021-08-27,35.9671919,1385,1.2895247,1.0026009,2968,0.1898277,67.3635886,2729,0.897557,0,11.2774588
"6018","dc",2021-08-27,21.5388722,129,3.619461,0.6942602,306,0.5198484,78.4278455,276,2.4758673,0,13.0571392
"6019","de",2021-08-27,39.0119811,412,2.4031045,2.3384847,963.0073,0.9454749,57.2079276,880.0073,1.667887,0.0289533,10.8975579
"6020","fl",2021-08-27,40.0899052,8155,0.5426946,2.364193,18249.9996,0.1319416,67.5306121,16322.0002,0.3665226,0.0190623,11.816211
"6021","ga",2021-08-27,38.5386618,3160.9596,0.865645,2.6331259,7119.915,0.2155834,67.6274808,6297.9191,0.5895916,0.0160064,13.7929683
"6022","hi",2021-08-27,37.3937728,500,2.1638313,1.8086139,1098,0.5199379,91.1291723,986,0.9054664,0,13.2500706
"6023","ia",2021-08-27,33.8142436,1492.6516,1.2244833,1.8767701,3285.1321,0.3560947,39.2940526,2981.2434,0.8944999,0,14.7066403
"6024","id",2021-08-27,35.0309065,833.3214,1.6526193,1.1371747,1756.2444,0.2384421,37.3390207,1589.2443,1.2133462,0,16.4342244
"6025","il",2021-08-27,35.6773459,4130.0007,0.7454237,1.1850076,9173.0023,0.1494456,60.157994,8326.0025,0.5365362,0.0011349,11.8321878
"6026","in",2021-08-27,35.3998909,2488.0055,0.9587203,2.1431616,5444.0065,0.304606,46.4241656,4872.0059,0.7145006,0.0359525,13.2000097
"6027","ks",2021-08-27,37.0285493,1268.0581,1.3560341,1.5937586,2824.0589,0.2788648,47.3119573,2554.0295,0.9879354,0.0147083,12.8363839
"6028","ky",2021-08-27,41.7293856,1951.3797,1.1162845,2.4734808,4240.7492,0.3098061,55.7862615,3768.0594,0.8090649,0.0031907,15.4335851
"6029","la",2021-08-27,43.8825312,1795.5541,1.1711044,2.3278644,4085.7386,0.2473764,80.107969,3584.7385,0.666728,0.030753,13.8281611
"6030","ma",2021-08-27,35.1637838,1752.007,1.1407454,0.7522931,3863.0125,0.1411825,52.5277876,3544.012,0.838816,0.0077623,12.5871479
"6031","md",2021-08-27,33.7930799,1477.9994,1.2303494,0.5846211,3315.9912,0.1198724,68.7196442,3020.9913,0.843532,0.002359,10.5390339
"6032","me",2021-08-27,31.6566628,754.2234,1.6936773,1.4683901,1636.2234,0.3334136,46.9641052,1500.2234,1.2885166,0,14.0281418
"6033","mi",2021-08-27,31.0358726,4140.0157,0.7190227,1.4131705,9013.0211,0.2278707,41.4395627,8214.0216,0.5435404,0.0028667,12.3085608
"6034","mn",2021-08-27,27.9525347,1725.9274,1.0802112,1.7818597,3821.453,0.523077,40.1866259,3489.4491,0.8299683,0.0050503,12.4050168
"6035","mo",2021-08-27,37.5097704,2158.9406,1.0419765,1.321967,4707.1339,0.1866369,57.8739604,4258.1342,0.7566713,0.0092892,14.5131152
"6036","ms",2021-08-27,46.8017853,1193.1696,1.4445369,2.779285,2732.9971,0.3642877,71.8794259,2359.6022,0.9255396,0.0818586,13.6695948
"6037","mt",2021-08-27,32.471857,542.946,2.0096371,1.2431176,1232.319,0.2897995,31.7446996,1103.3175,1.4013724,0,8.6120624
"6038","nc",2021-08-27,38.2168188,3680.0038,0.8010106,1.6061479,8087.01,0.1838295,65.8410143,7322.0092,0.5542244,0.0053904,11.2316435
"6039","nd",2021-08-27,33.2067637,264.0231,2.8984016,1.6950284,589.7467,0.5566952,23.9906451,535.6186,1.8451287,0.0559998,10.3305622
"6040","ne",2021-08-27,35.2766209,787.8342,1.7023806,1.6069587,1733.862,0.3087016,40.3935842,1581.8752,1.23372,0.0073731,12.322463
"6041","nh",2021-08-27,33.5102768,669.7766,1.8239011,0.9878716,1446.7766,0.2512332,42.5352983,1324.7766,1.3583259,0,13.6394645
"6042","nj",2021-08-27,38.5906623,2208.9991,1.0357634,0.8264404,4917.9982,0.1377597,63.2176741,4451.9983,0.7227055,0.0096499,9.8166767
"6043","nm",2021-08-27,40.8625769,1035.4244,1.5276887,1.3990334,2259.6365,0.311856,77.53117,2049.6371,0.9219129,0,12.7347668
"6044","nv",2021-08-27,38.55784,821.6269,1.698057,1.672965,1875.2531,0.3380476,82.7947699,1676.3758,0.9218197,0.0227606,11.3505275
"6045","ny",2021-08-27,40.1103179,4820.0003,0.7059607,0.9742312,10776,0.1650013,60.9782702,9773.0001,0.4934315,0.0051715,11.4783303
"6046","oh",2021-08-27,33.5159492,4269.9964,0.7223884,1.3764663,9135.0012,0.1318892,41.9489057,8299.9999,0.5416596,0.0036651,13.6601222
"6047","ok",2021-08-27,41.153125,1684.2705,1.1991049,2.2312402,3824.3261,0.2470869,53.0065035,3404.5695,0.8553667,0.0287094,14.1777085
"6048","or",2021-08-27,37.3952329,2008.0205,1.0797613,1.9836145,4302.4682,0.3096361,79.0219891,3930.4637,0.6494328,0.0067362,17.2085584
"6049","pa",2021-08-27,32.6649447,4249.0022,0.719479,1.2832222,9347.0047,0.1629227,45.2384417,8510.0042,0.539544,0.0122929,12.1372965
"6050","ri",2021-08-27,31.2890678,364.993,2.4269843,0.386864,808.9875,0.2076313,49.1010379,738.988,1.8389974,0,13.6465883
"6051","sc",2021-08-27,39.3642559,2293.001,1.0202656,2.2320618,5196.0036,0.2450348,57.8279859,4657.0031,0.723649,0.010951,11.5613662
"6052","sd",2021-08-27,32.7783101,372.3869,2.4324885,1.8626599,819.175,0.4840034,31.4686346,754.2249,1.6909595,0.0160025,9.5879609
"6053","tn",2021-08-27,40.6135965,2764.6126,0.9340327,2.8019976,6124.2347,0.2280967,56.0284488,5392.9242,0.6758931,0.0103718,13.9247349
"6054","tx",2021-08-27,44.6960379,7952.7319,0.5575123,2.3962078,18191.7458,0.1353565,66.7096013,16154.5018,0.370772,0.0107043,13.4117812
"6055","ut",2021-08-27,38.2681465,1074.817,1.4825389,1.0759724,2286.9089,0.2028796,39.8919693,2082.9065,1.0729367,0.0131873,15.1645988
"6056","va",2021-08-27,35.2610149,3065.9712,0.8628719,1.4959764,6758.9883,0.2083125,63.531926,6172.918,0.6126426,0.0133036,12.4867954
"6057","vt",2021-08-27,33.9632155,316.0002,2.6641194,0.7178986,663.0006,0.4255086,49.537019,618.0006,2.0112078,0.0458355,11.6354387
"6058","wa",2021-08-27,34.1298157,3129.9766,0.8475023,1.2228017,6717.957,0.1439005,71.9902182,6150.9613,0.5725588,0,14.0093014
"6059","wi",2021-08-27,30.5640953,2216.9842,0.9784002,1.1664021,4845.9789,0.175215,38.6943897,4447.9781,0.7302857,0,12.9363832
"6060","wv",2021-08-27,42.1166124,927.0529,1.6216287,2.1603064,2025.3392,0.3203384,42.8518419,1793.3385,1.16857,0.0240125,14.9732942
"6061","wy",2021-08-27,40.7094662,271.0359,2.9841935,1.7316825,627.0135,0.4483664,33.0449015,550.0031,2.0056793,0,21.0069487
"6062","ak",2021-08-28,36.4080206,327,2.6608833,1.7723487,690,0.5327747,57.5627162,624,1.9785733,0.1367693,10.0249127
"6063","al",2021-08-28,40.7344857,1859.0555,1.1395568,2.9216489,4308.1215,0.2635692,63.9788454,3786.1127,0.7801898,0.0638593,14.1813137
"6064","ar",2021-08-28,43.6389651,1320.6842,1.3646686,3.332811,2837.0659,0.9546537,61.937155,2516.9923,0.9677993,0.0329976,18.2820745
"6065","az",2021-08-28,37.3989987,2260.7936,1.0176306,1.6676581,4925.1649,0.1846014,60.7630177,4449.1649,0.7320289,0.0134745,12.953691
"6066","ca",2021-08-28,41.4263738,8869.0437,0.5230595,1.283582,19753.8967,0.0980098,79.240211,17918.7739,0.3029913,0.002903,11.8016697
"6067","co",2021-08-28,37.8971253,1918.9386,1.107461,1.6073402,4211.7279,0.2198277,44.8519499,3866.729,0.7998046,0.0073793,13.628554
"6068","ct",2021-08-28,36.5702617,1398,1.2881217,1.0200396,2995,0.1878009,67.7750998,2753,0.8906924,0,11.7484066
"6069","dc",2021-08-28,22.7338316,132,3.6479094,0.3189363,302,0.3621371,78.1106763,275,2.493475,0,13.8609235
"6070","de",2021-08-28,40.9100267,415,2.4135024,2.2646684,950.0073,0.9425921,55.9191681,867.0073,1.6861409,0.0289533,10.1241917
"6071","fl",2021-08-28,40.4979459,8086.9999,0.5458694,2.2897959,18098.9997,0.1295555,67.7983302,16211,0.3669812,0.0170903,12.0451849
"6072","ga",2021-08-28,38.3894691,3133.9582,0.8687342,2.6841433,7142.9176,0.2098168,67.9457654,6346.9193,0.5857906,0.0173403,13.2802132
"6073","hi",2021-08-28,38.0934025,519,2.1316194,1.6049167,1143,0.4909015,91.0166893,1028,0.8918302,0,10.9223603
"6074","ia",2021-08-28,34.5910972,1483.6403,1.2349128,2.0428534,3283.0883,0.3981721,38.7392716,2977.211,0.8928161,0,13.6669177
"6075","id",2021-08-28,35.7304499,833.3114,1.6600387,1.2420388,1768.2252,0.2536717,38.4202501,1600.2252,1.2159298,0,15.8436817
"6076","il",2021-08-28,35.6012019,4159.0008,0.7424662,1.0083596,9265.0019,0.1118324,60.981928,8377.0021,0.5329533,0,12.1304723
"6077","in",2021-08-28,35.2217414,2471.0059,0.960911,2.3298553,5452.0067,0.3111364,46.3832354,4884.006,0.7135801,0.0444119,13.2584551
"6078","ks",2021-08-28,37.3792467,1244.0288,1.3717002,2.0669095,2789.0297,0.3514736,48.221339,2507.0003,0.9979708,0.0147083,14.3027067
"6079","ky",2021-08-28,40.9057207,1937.382,1.1170101,2.3211317,4256.7508,0.2974943,56.2630877,3776.0613,0.8072654,0.0063815,15.8706203
"6080","la",2021-08-28,43.7280937,1679.5543,1.2104004,2.8144937,3886.7386,0.4957174,79.384002,3426.7385,0.6910798,0.0369035,13.0983504
"6081","ma",2021-08-28,34.6854336,1772.0055,1.1306965,0.7391906,3864.012,0.1475402,53.7460447,3540.0115,0.8380026,0.00569,13.1730616
"6082","md",2021-08-28,32.6572761,1429.9993,1.2401305,0.6020578,3249.9911,0.1277512,70.0442444,2951.9912,0.8430801,0,10.8500891
"6083","me",2021-08-28,32.5726645,789.2234,1.6681867,1.6343344,1674.2234,0.3730323,45.314996,1535.2234,1.2704843,0,15.0260873
"6084","mi",2021-08-28,31.7565848,4085.9987,0.7282796,1.412638,8922.0047,0.2283111,41.6268281,8106.0051,0.5475072,0.0043001,12.3247888
"6085","mn",2021-08-28,26.9097506,1716.9387,1.070304,1.2402647,3819.5276,0.2347557,41.55968,3490.4486,0.8341646,0.0050503,12.1576075
"6086","mo",2021-08-28,36.6093032,2143.867,1.0404221,1.3330648,4684.3019,0.1846253,57.6380456,4239.3749,0.7589125,0.0069669,14.3717342
"6087","ms",2021-08-28,45.8502883,1193.2268,1.4424727,2.8726632,2669.3969,0.370389,71.6218252,2299.0073,0.940253,0.0914891,14.2832173
"6088","mt",2021-08-28,31.0420846,545.9351,1.980145,1.5110037,1245.459,0.3137452,32.7275254,1114.4585,1.4055404,0,10.0489506
"6089","nc",2021-08-28,37.9753549,3701.0048,0.7977618,1.4799838,8112.0109,0.1708851,67.2378755,7332.0097,0.5481274,0.0053904,11.5775983
"6090","nd",2021-08-28,31.4523131,269.0402,2.8308321,1.321132,590.5383,0.482341,24.0391567,536.4733,1.8449324,0.0559998,10.428616
"6091","ne",2021-08-28,34.8099373,813.4364,1.6702463,1.6735421,1735.4762,0.3202028,40.3336351,1591.8365,1.2295586,0.0073731,13.357228
"6092","nh",2021-08-28,34.3779425,668.7766,1.8366412,1.0433819,1456.7766,0.2587795,42.2442727,1337.7766,1.3504846,0,13.5488219
"6093","nj",2021-08-28,39.7731077,2144.9992,1.0567601,0.7843102,4834.9982,0.1336291,62.6992934,4375.9984,0.7310571,0.0080416,9.9303678
"6094","nm",2021-08-28,39.4025658,995.4544,1.5487406,1.3650068,2204.6944,0.3192738,78.3253763,2000.695,0.9211632,0,12.8307435
"6095","nv",2021-08-28,40.7450055,829.6834,1.7058603,2.1538838,1894.4016,0.5583166,82.5191263,1690.5243,0.9237366,0.0227606,10.8510478
"6096","ny",2021-08-28,40.4672717,4828.0002,0.7063927,0.8486073,10813.9997,0.1218625,61.0662932,9838.9998,0.4915732,0.0059103,11.520068
"6097","oh",2021-08-28,33.2437693,4258.9959,0.7218508,1.3155235,9101.9999,0.1249244,42.1352733,8248.9986,0.5436623,0.0036651,13.8478124
"6098","ok",2021-08-28,41.1919164,1689.5132,1.1974123,2.322302,3834.5691,0.2783465,52.5263932,3406.8125,0.8555409,0.0358867,14.359142
"6099","or",2021-08-28,36.2554825,2011.0214,1.0720127,1.8717084,4323.4668,0.3047414,79.2613797,3937.4623,0.646119,0,16.3154167
"6100","pa",2021-08-28,32.4791521,4314.002,0.7129862,1.140826,9485.0049,0.1450988,46.0818913,8656.0043,0.5357643,0.0134104,12.1268516
"6101","ri",2021-08-28,35.2429942,364.9945,2.5005562,0.4235834,816.988,0.1981688,49.8117688,743.9885,1.8330901,0,14.9594739
"6102","sc",2021-08-28,38.6419002,2290.0016,1.0175302,2.4026847,5201.0046,0.2503034,58.4897511,4656.0038,0.7221225,0.0136888,11.6614979
"6103","sd",2021-08-28,33.2272532,367.8228,2.4559952,1.9163419,844.6535,0.4851368,31.7531,771.3533,1.6761306,0.0160025,9.8887484
"6104","tn",2021-08-28,40.8788034,2763.6095,0.9351523,2.9071686,6074.2208,0.2331997,56.1299596,5338.9104,0.6791334,0.0124461,13.6983148
"6105","tx",2021-08-28,44.541156,7947.4661,0.5575089,2.448684,18056.4815,0.1407878,67.1161317,16053.2374,0.3707862,0.013137,12.5523067
"6106","ut",2021-08-28,40.5021827,1055.817,1.5107598,1.5726522,2285.5213,0.2955772,41.4924794,2086.5189,1.0786471,0.0131873,15.2775248
"6107","va",2021-08-28,34.5314575,3046.2903,0.861466,1.5988527,6711.6252,0.2327242,63.5840588,6141.7285,0.6140088,0.0133036,12.4904676
"6108","vt",2021-08-28,31.9607183,313.0002,2.6358204,0.7001272,649.0006,0.4924841,49.1108394,605.0006,2.0324666,0.0458355,10.3990999
"6109","wa",2021-08-28,34.9666553,3129.9769,0.8523629,1.159543,6752.9596,0.1426369,73.5619466,6192.9639,0.5603922,0,13.8076121
"6110","wi",2021-08-28,29.7670987,2202.0007,0.9743833,1.2643318,4834.9952,0.2069502,38.6096567,4421.9944,0.7321312,0,11.8785167
"6111","wv",2021-08-28,43.7455815,934.0528,1.6231539,2.3837746,2061.3388,0.3325267,43.4190384,1827.3381,1.1594868,0.0160083,15.6897603
"6112","wy",2021-08-28,36.8505316,254.0302,3.0266629,1.6633567,602.0091,0.4433741,31.0321132,531.0008,2.0076202,0,16.3832085
"6113","ak",2021-08-29,38.1198308,320,2.71504,1.6354348,677,0.4601543,57.7941486,609,2.0013342,0.1367693,12.3582717
"6114","al",2021-08-29,41.916591,1851.0488,1.1468592,2.8730726,4260.1322,0.2557856,64.1291419,3736.1236,0.7846717,0.0696647,13.5807111
"6115","ar",2021-08-29,45.7007506,1323.1272,1.3694866,3.2165131,2803.5752,0.9520922,61.8475613,2469.4285,0.9775168,0.0329976,16.8516243
"6116","az",2021-08-29,37.6053682,2208.7936,1.0306732,1.7633611,4854.0956,0.1968884,61.0327647,4369.0956,0.7377947,0.0153995,12.9281434
"6117","ca",2021-08-29,41.0218648,8834.0505,0.5233272,1.2207492,19645.8116,0.0928166,79.3994468,17848.7521,0.3027222,0.002903,12.0776094
"6118","co",2021-08-29,37.1632027,1888.9682,1.111863,1.6992393,4175.8173,0.2251762,45.1167171,3816.8184,0.805449,0.0073793,13.6653774
"6119","ct",2021-08-29,37.0066532,1396,1.292244,1.086746,2999,0.2008808,66.8199707,2751,0.897731,0,11.5236523
"6120","dc",2021-08-29,20.2493404,135,3.4586427,0.3071668,318,0.3480106,78.2726074,290,2.4216407,0,13.6689486
"6121","de",2021-08-29,38.819117,403,2.4276058,2.0091613,954.0073,0.907306,56.4012102,875.0073,1.676392,0.0289533,10.1886298
"6122","fl",2021-08-29,41.060651,8075.9998,0.5474159,2.2774359,17978.9994,0.1305607,68.0671265,16079.9997,0.3676586,0.0131464,12.2230512
"6123","ga",2021-08-29,38.4589174,3133.9653,0.8690285,2.7709471,7127.9241,0.2260702,68.1638943,6317.9261,0.5860705,0.0160064,12.8266477
"6124","hi",2021-08-29,38.7694126,555,2.0681514,1.388936,1171,0.4585607,90.4175724,1058,0.9049433,0,10.8388415
"6125","ia",2021-08-29,35.0409513,1482.6284,1.2390579,2.0332484,3243.13,0.4026431,38.9322409,2942.2527,0.8989193,0,12.8629672
"6126","id",2021-08-29,37.3434325,835.3198,1.6736476,1.4447261,1777.1811,0.2748535,38.7537931,1599.1805,1.2182824,0,15.922702
"6127","il",2021-08-29,36.089112,4219.0232,0.7393832,1.0838711,9378.0241,0.1163379,61.8216341,8468.0247,0.527944,0,12.3013388
"6128","in",2021-08-29,35.0666399,2444.0024,0.9652286,2.3699095,5418.0024,0.3148426,47.135674,4863.002,0.7158203,0.0465267,13.4532156
"6129","ks",2021-08-29,38.649175,1249.0017,1.37784,2.0871659,2788.9455,0.3475051,48.2358252,2509.9159,0.9974013,0.0147083,13.4575601
"6130","ky",2021-08-29,41.8277103,1912.3827,1.1279834,2.401562,4228.7569,0.2961885,57.3603097,3733.0672,0.8094311,0.0031907,16.3772211
"6131","la",2021-08-29,44.1830489,1581.1845,1.2488769,2.7144084,3676.3683,0.4992634,78.7223332,3247.3682,0.7181997,0.0338282,13.6240846
"6132","ma",2021-08-29,35.074227,1695.0055,1.1590897,0.7547671,3769.0105,0.1551524,54.2718101,3429.01,0.8507359,0.00569,13.5342562
"6133","md",2021-08-29,33.4639539,1442.9993,1.2421787,0.5276699,3257.9909,0.1205396,71.4703967,2961.991,0.8296962,0,11.2926355
"6134","me",2021-08-29,30.4168129,793.2234,1.6334703,1.4551964,1702.2234,0.3547233,46.084428,1556.2234,1.2635669,0,13.8154425
"6135","mi",2021-08-29,32.0957782,4029.9988,0.7353937,1.5032101,8851.0054,0.23522,42.1157108,8066.0056,0.54976,0.0043001,12.3637899
"6136","mn",2021-08-29,27.3015112,1701.0285,1.0801902,1.2425708,3800.9498,0.2364745,42.6746039,3467.8711,0.8398985,0.0050503,12.2039317
"6137","mo",2021-08-29,36.3199464,2153.7719,1.0362737,1.2056541,4655.1399,0.1763534,58.183847,4205.2864,0.7606335,0.0069669,13.4982035
"6138","ms",2021-08-29,44.1423634,1165.2161,1.4546745,2.5247172,2582.6728,0.3011166,72.4086535,2221.6316,0.9482998,0.0914891,13.6014906
"6139","mt",2021-08-29,31.2012153,540.8359,1.9922479,1.5404187,1218.3596,0.3266634,32.4627875,1098.2145,1.4129308,0,10.7368903
"6140","nc",2021-08-29,38.8049657,3703.0045,0.800801,1.6296262,8176.0103,0.2223483,67.9939444,7395.0087,0.5424777,0.0080856,12.2458597
"6141","nd",2021-08-29,32.1198992,270.2919,2.8401535,1.3476448,592.7932,0.4634962,23.3226149,535.7108,1.8270779,0.0373332,11.4762763
"6142","ne",2021-08-29,34.5339812,797.4805,1.6837254,1.5771878,1726.5188,0.3016333,42.2532883,1574.8791,1.244716,0.0073731,12.6600376
"6143","nh",2021-08-29,34.0760813,662.7766,1.841038,1.0393815,1432.7766,0.260182,42.2655697,1312.7766,1.3633752,0,14.1098086
"6144","nj",2021-08-29,40.6239097,2115.9991,1.0676746,0.8504774,4796.998,0.1452105,63.0093794,4364.9982,0.7307291,0.0096499,11.3068346
"6145","nm",2021-08-29,41.3483299,957.4247,1.5915375,1.4234255,2140.6764,0.3267252,80.0907732,1941.6769,0.9062123,0,13.6446069
"6146","nv",2021-08-29,38.6899971,827.5299,1.6930632,2.7069516,1885.3401,0.929177,83.1543275,1681.3995,0.9127485,0.0227606,10.9387294
"6147","ny",2021-08-29,40.8320589,4781.0005,0.7108606,0.9098476,10760,0.1239564,61.1218764,9780.0001,0.4929258,0.0059103,11.8182213
"6148","oh",2021-08-29,32.4019434,4262.9988,0.7167951,1.3901019,9163.0026,0.1514409,42.6277744,8298.0013,0.5428882,0.0024434,13.3622984
"6149","ok",2021-08-29,41.9187203,1706.813,1.1943432,2.3985869,3850.9256,0.2841615,52.1910007,3422.9261,0.8537955,0.0466527,14.4165264
"6150","or",2021-08-29,36.7202072,2023.1711,1.071689,2.0221967,4351.6146,0.3140385,79.7565017,3969.6087,0.6377522,0,15.9799211
"6151","pa",2021-08-29,33.3122938,4341.0021,0.7153691,1.3189997,9522.0055,0.2032149,46.4768133,8668.0048,0.5357098,0.016763,11.7164316
"6152","ri",2021-08-29,33.7201015,372.9945,2.4478463,0.3964257,814.9895,0.1936255,49.6752522,728.99,1.8518255,0,13.8599629
"6153","sc",2021-08-29,38.3640268,2312.0015,1.011312,2.6375497,5228.0044,0.2799037,59.4569126,4657.0036,0.7194594,0.0082133,11.8733182
"6154","sd",2021-08-29,34.9124886,392.5205,2.4060689,1.8166829,865.9672,0.4764062,31.9901867,789.8289,1.6596926,0.0160025,9.8054362
"6155","tn",2021-08-29,40.5816348,2778.6195,0.9315595,2.9459957,6160.226,0.2315013,56.2681072,5428.9157,0.6732459,0.0103718,13.9641689
"6156","tx",2021-08-29,43.7898475,7845.2241,0.5601333,2.3123099,17873.2368,0.1286433,67.2012046,15896.236,0.3723663,0.0136236,12.457529
"6157","ut",2021-08-29,39.3098682,1069.817,1.4933276,1.7049994,2302.5721,0.299033,41.3114379,2102.5697,1.0738329,0.0131873,14.7810937
"6158","va",2021-08-29,35.4519748,3059.29,0.8648711,1.6000065,6770.5847,0.2326882,64.100285,6188.1796,0.6098093,0.0133036,12.8580196
"6159","vt",2021-08-29,32.167813,308.0002,2.6616637,0.3463354,641.0006,0.2266774,50.6563547,596.0006,2.0479023,0.0458355,9.7321649
"6160","wa",2021-08-29,35.0961078,3099.9745,0.8572072,1.1812275,6728.9583,0.1429745,75.2418065,6155.9647,0.5500992,0,14.2073853
"6161","wi",2021-08-29,29.5877742,2199.0006,0.9733466,1.3071782,4870.9945,0.2113233,38.7022774,4447.9942,0.7303118,0,12.4214906
"6162","wv",2021-08-29,41.9969482,940.053,1.6097488,2.7696679,2083.2894,0.3698692,44.915233,1843.2888,1.158553,0.0240125,15.6171528
"6163","wy",2021-08-29,35.8128896,261.0188,2.967616,1.742554,589.9969,0.4738109,33.7678807,521.9886,2.0699303,0,15.695487
"6164","ak",2021-08-30,37.8840059,318,2.7202957,1.9783899,666,0.5530613,58.3845079,596,2.0190785,0.1367693,12.0840487
"6165","al",2021-08-30,41.6799146,1874.0506,1.1388901,2.6783431,4249.1304,0.2531871,63.9938874,3723.122,0.7866902,0.0812755,13.5682131
"6166","ar",2021-08-30,46.2801089,1293.1273,1.3865774,2.8820488,2773.7601,0.9427057,63.3933887,2455.6135,0.9721242,0.0329976,16.8780627
"6167","az",2021-08-30,38.3931523,2182.7936,1.0409624,1.7801042,4816.3985,0.2026051,59.8709196,4329.7524,0.7449138,0.0153995,12.0500284
"6168","ca",2021-08-30,41.2427224,8751.0408,0.5262288,1.2255127,19499.7454,0.0946947,79.4102944,17688.6859,0.3040295,0.0018144,11.9958595
"6169","co",2021-08-30,37.3671758,1900.9695,1.1095798,1.648066,4170.8185,0.2187536,46.0734047,3824.8185,0.8059744,0.0098391,13.4125882
"6170","ct",2021-08-30,35.5680925,1371,1.2928914,1.0468933,2948,0.2068424,67.672804,2717,0.8973178,0,12.4804403
