"","state","date","admission","maskwearing","delphi_samplesize","maskwearing_stderr","symptom","symptoms_stderr"
"335","ks",2021-05-07,25.7142857,76.7806407,1692.0571,1.0264634,NA,NA
"336","ky",2021-05-07,120,82.5780768,2290.7603,0.7924842,NA,NA
"337","la",2021-05-07,53.7142857,75.8087151,1906.9993,0.9806494,NA,NA
"338","ma",2021-05-07,65.5714286,92.9285876,3211.008,0.4523838,NA,NA
"339","md",2021-05-07,107.8571429,91.8807146,2645.9989,0.5309777,NA,NA
"340","me",2021-05-07,14.5714286,89.9481154,1309.2234,0.8310227,NA,NA
"341","mi",2021-05-07,306.4285714,89.1912237,7899.9944,0.34933,NA,NA
"342","mn",2021-05-07,72.1428571,86.9818487,2872.9611,0.627804,NA,NA
"343","mo",2021-05-07,64.1428571,74.9764978,2894.6334,0.8050815,NA,NA
"344","ms",2021-05-07,26.4285714,72.663882,1274.3026,1.2485083,NA,NA
"345","mt",2021-05-07,15.8571429,69.2729718,793.1753,1.6381648,NA,NA
"346","nc",2021-05-07,109,85.6400498,4932.0058,0.4993478,NA,NA
"347","nd",2021-05-07,8.5714286,59.2710222,423.8285,2.3865904,NA,NA
"348","ne",2021-05-07,13,77.7478784,1163.7638,1.2192635,NA,NA
"349","nh",2021-05-07,13,86.3216568,1092.7766,1.0394676,NA,NA
"350","nj",2021-05-07,145.1428571,90.4498188,3810.9992,0.4760913,NA,NA
"351","nm",2021-05-07,27.2857143,90.066323,1542.1558,0.7616792,NA,NA
"352","nv",2021-05-07,38.1428571,87.2200342,1209.466,0.9600108,NA,NA
"353","ny",2021-05-07,258.7142857,91.6064307,8071.0008,0.3086545,NA,NA
"354","oh",2021-05-07,176,84.1131853,6463.0037,0.4547087,NA,NA
"355","ok",2021-05-07,29.4285714,70.9483922,1989.9989,1.0177238,NA,NA
"356","or",2021-05-07,41.2857143,88.7197148,2930.0181,0.5844333,NA,NA
"357","pa",2021-05-07,248.4285714,85.3162238,7164.0027,0.4181738,NA,NA
"358","pr",2021-05-07,21.5714286,NA,NA,NA,NA,NA
"359","ri",2021-05-07,7.1428571,92.2705249,649.992,1.0474963,NA,NA
"360","sc",2021-05-07,42.7142857,79.1119068,2949.0036,0.7485704,NA,NA
"361","sd",2021-05-07,9.4285714,64.5589658,585.3045,1.9771542,NA,NA
"362","tn",2021-05-07,80.7142857,75.9328817,3352.2214,0.7383472,NA,NA
"363","tx",2021-05-07,329.4285714,82.2643346,10130.0259,0.3795109,NA,NA
"364","ut",2021-05-07,24.4285714,79.0468762,1472.2504,1.0606593,NA,NA
"365","va",2021-05-07,83.1428571,88.427751,4761.6789,0.4635783,NA,NA
"366","vi",2021-05-07,0.1428571,NA,NA,NA,NA,NA
"367","vt",2021-05-07,2.8571429,92.4412837,579.0005,1.0985442,NA,NA
"368","wa",2021-05-07,68.7142857,89.7783682,4774.979,0.4383896,NA,NA
"369","wi",2021-05-07,86.5714286,79.6397415,3468.0028,0.6837807,NA,NA
"370","wv",2021-05-07,34.5714286,83.2972199,1293.0536,1.0372928,NA,NA
"371","wy",2021-05-07,6.1428571,54.1439856,350.7659,2.6605081,NA,NA
"372","ak",2021-05-08,4.2857143,75.2047897,473,1.9855283,NA,NA
"373","al",2021-05-08,66,72.8592296,2072.0452,0.9769082,NA,NA
"374","ar",2021-05-08,35.4285714,74.637701,1394.5921,1.1650641,NA,NA
"375","az",2021-05-08,68.4285714,80.9148914,3586.6556,0.6561705,NA,NA
"376","ca",2021-05-08,216.4285714,90.6768062,14223.1961,0.243799,NA,NA
"377","co",2021-05-08,117,85.7073161,3151.8966,0.6234188,NA,NA
"378","ct",2021-05-08,60.7142857,91.8266056,2325,0.5681644,NA,NA
"379","dc",2021-05-08,12.4285714,91.2261035,288,1.667092,NA,NA
"380","de",2021-05-08,13.5714286,89.2899303,689,1.1781153,NA,NA
"381","fl",2021-05-08,430,81.7797825,10385.9993,0.37877,NA,NA
"382","ga",2021-05-08,186.1428571,77.5887132,3703.9639,0.6851715,NA,NA
"383","hi",2021-05-08,5.7142857,92.2890538,707,1.0032732,NA,NA
"384","ia",2021-05-08,30.7142857,76.8552111,2248.6854,0.8894037,NA,NA
"385","id",2021-05-08,13.2857143,64.3116255,1112.5591,1.4363047,NA,NA
"386","il",2021-05-08,223.5714286,86.5196999,6739.0227,0.4160148,NA,NA
"387","in",2021-05-08,99.2857143,79.8755863,3546.0003,0.6732855,NA,NA
"388","ks",2021-05-08,27.2857143,76.9416835,1687.0569,1.0254861,NA,NA
"389","ky",2021-05-08,119.5714286,82.8578127,2270.7606,0.7908865,NA,NA
"390","la",2021-05-08,54.5714286,75.2933076,1899.9993,0.989484,NA,NA
"391","ma",2021-05-08,63,92.079981,3106.0085,0.4845565,NA,NA
"392","md",2021-05-08,106.4285714,91.964312,2619.999,0.5310931,NA,NA
"393","me",2021-05-08,15.2857143,90.1480084,1300.2234,0.8264776,NA,NA
"394","mi",2021-05-08,286.8571429,89.3563128,7844.9948,0.3481868,NA,NA
"395","mn",2021-05-08,70,86.7057835,2886.9005,0.6318871,NA,NA
"396","mo",2021-05-08,64.8571429,73.7706633,2877.4122,0.8200389,NA,NA
"397","ms",2021-05-08,26.2857143,71.6120077,1258.318,1.2710571,NA,NA
"398","mt",2021-05-08,16,67.4820285,805.354,1.6506781,NA,NA
"399","nc",2021-05-08,107.4285714,84.931767,4933.0056,0.5093431,NA,NA
"400","nd",2021-05-08,8.1428571,61.0773245,424.7304,2.3658362,NA,NA
"401","ne",2021-05-08,12.2857143,76.595603,1162.7673,1.2416644,NA,NA
"402","nh",2021-05-08,12.8571429,85.9579407,1059.7766,1.0672133,NA,NA
"403","nj",2021-05-08,140.5714286,90.1367945,3696.9989,0.490383,NA,NA
"404","nm",2021-05-08,28.5714286,89.3197296,1525.1579,0.7908742,NA,NA
"405","nv",2021-05-08,37.8571429,87.2661585,1234.531,0.9487497,NA,NA
"406","ny",2021-05-08,255.7142857,91.512214,8048.0008,0.3106653,NA,NA
"407","oh",2021-05-08,170.8571429,84.2689353,6441.0045,0.4536658,NA,NA
"408","ok",2021-05-08,28.8571429,69.7087755,1994.9987,1.0287997,NA,NA
"409","or",2021-05-08,40.4285714,88.8716567,2937.017,0.5802881,NA,NA
"410","pa",2021-05-08,243.1428571,85.4283931,7169.0027,0.4167019,NA,NA
"411","pr",2021-05-08,19.8571429,NA,NA,NA,NA,NA
"412","ri",2021-05-08,6.5714286,92.7709158,651.9915,1.014207,NA,NA
"413","sc",2021-05-08,42.4285714,78.7783253,2938.0034,0.7543399,NA,NA
"414","sd",2021-05-08,8.4285714,63.4453876,589.4071,1.9836427,NA,NA
"415","tn",2021-05-08,82,74.9078679,3378.2006,0.7459158,NA,NA
"416","tx",2021-05-08,330.7142857,82.3501811,10026.0238,0.3807484,NA,NA
"417","ut",2021-05-08,24.5714286,77.2253666,1448.2843,1.1019928,NA,NA
"418","va",2021-05-08,80.2857143,88.0815705,4729.6426,0.4711269,NA,NA
"419","vi",2021-05-08,0.1428571,NA,NA,NA,NA,NA
"420","vt",2021-05-08,3,92.3514231,567.0004,1.1161445,NA,NA
"421","wa",2021-05-08,69.2857143,89.6587339,4787.9801,0.440055,NA,NA
"422","wi",2021-05-08,85,80.2189417,3479.0032,0.6753607,NA,NA
"423","wv",2021-05-08,34.1428571,84.7457294,1299.0536,0.9975648,NA,NA
"424","wy",2021-05-08,6.1428571,52.1144521,350.7664,2.6673028,NA,NA
"425","ak",2021-05-09,4.1428571,75.8906927,464,1.985764,NA,NA
"426","al",2021-05-09,60.5714286,72.6100989,2055.0437,0.9837465,NA,NA
"427","ar",2021-05-09,34.5714286,74.3236543,1373.5986,1.1786917,NA,NA
"428","az",2021-05-09,64.4285714,80.5138809,3528.6314,0.666799,NA,NA
"429","ca",2021-05-09,212.8571429,90.7007692,13841.7574,0.2468501,NA,NA
"430","co",2021-05-09,116.2857143,85.1727508,3060.8979,0.642327,NA,NA
"431","ct",2021-05-09,59.7142857,92.0026743,2292,0.5665853,NA,NA
"432","dc",2021-05-09,13,90.8142837,269,1.7609923,NA,NA
"433","de",2021-05-09,12.5714286,89.4834502,677,1.1789996,NA,NA
"434","fl",2021-05-09,427.8571429,81.5618666,10123.9997,0.3854127,NA,NA
"435","ga",2021-05-09,184.2857143,77.6627429,3604.9651,0.6936985,NA,NA
"436","hi",2021-05-09,5.8571429,92.4240981,689,1.008092,NA,NA
"437","ia",2021-05-09,28.8571429,77.057298,2233.6618,0.8896526,NA,NA
"438","id",2021-05-09,13.1428571,63.8319233,1106.5498,1.444429,NA,NA
"439","il",2021-05-09,215.4285714,86.7179266,6618.0223,0.4171798,NA,NA
"440","in",2021-05-09,94.7142857,78.9243389,3494,0.689977,NA,NA
"441","ks",2021-05-09,25.5714286,76.94855,1618.9703,1.0467185,NA,NA
"442","ky",2021-05-09,116.4285714,82.5968752,2223.7605,0.8039914,NA,NA
"443","la",2021-05-09,54.4285714,74.3084017,1853.9993,1.0147516,NA,NA
"444","ma",2021-05-09,61.8571429,91.9147321,3007.01,0.4971327,NA,NA
"445","md",2021-05-09,104.7142857,91.8243376,2558.9988,0.5416333,NA,NA
"446","me",2021-05-09,15.2857143,89.5632108,1289.2234,0.8514991,NA,NA
"447","mi",2021-05-09,272.7142857,89.0464729,7752.9958,0.3546913,NA,NA
"448","mn",2021-05-09,69.4285714,86.7154434,2867.9241,0.6337791,NA,NA
"449","mo",2021-05-09,63.5714286,73.2921572,2857.4054,0.8276796,NA,NA
"450","ms",2021-05-09,25.7142857,69.3455802,1179.3533,1.3425609,NA,NA
"451","mt",2021-05-09,15.7142857,66.9490567,804.3644,1.658585,NA,NA
"452","nc",2021-05-09,104.4285714,84.6910032,4804.0064,0.5195056,NA,NA
"453","nd",2021-05-09,7.4285714,61.4375605,412.7304,2.3958852,NA,NA
"454","ne",2021-05-09,12.5714286,76.1683792,1177.794,1.2414507,NA,NA
"455","nh",2021-05-09,12.4285714,85.9449266,1006.7766,1.0953682,NA,NA
"456","nj",2021-05-09,134.5714286,90.4198187,3618.9986,0.4892428,NA,NA
"457","nm",2021-05-09,25.7142857,90.1898942,1495.1849,0.7692515,NA,NA
"458","nv",2021-05-09,34.1428571,87.9819994,1210.5407,0.9345947,NA,NA
"459","ny",2021-05-09,246.1428571,91.2428129,7756.0005,0.3209687,NA,NA
"460","oh",2021-05-09,166.5714286,84.1038816,6419.0045,0.4563728,NA,NA
"461","ok",2021-05-09,28.4285714,69.4348814,1952.0562,1.0426913,NA,NA
"462","or",2021-05-09,43,88.3968926,2860.445,0.5988097,NA,NA
"463","pa",2021-05-09,229.2857143,85.5603097,7018.0025,0.4195738,NA,NA
"464","pr",2021-05-09,18.8571429,NA,NA,NA,NA,NA
"465","ri",2021-05-09,6.7142857,92.7311507,631.99,1.0327389,NA,NA
"466","sc",2021-05-09,40.7142857,78.6731541,2882.0032,0.7630085,NA,NA
"467","sd",2021-05-09,7.5714286,61.4324694,571.4,2.0362907,NA,NA
"468","tn",2021-05-09,81.8571429,74.4978932,3293.2005,0.7595405,NA,NA
"469","tx",2021-05-09,336.5714286,82.0426634,9850.0222,0.3867428,NA,NA
"470","ut",2021-05-09,25.4285714,77.0112153,1452.2819,1.1041029,NA,NA
"471","va",2021-05-09,80,87.8621989,4620.4311,0.4804296,NA,NA
"472","vi",2021-05-09,0.1428571,NA,NA,NA,NA,NA
"473","vt",2021-05-09,3.2857143,92.5046983,561.0002,1.1117188,NA,NA
"474","wa",2021-05-09,69,89.8351366,4656.9815,0.4428143,NA,NA
"475","wi",2021-05-09,86.4285714,80.407522,3382.0032,0.6825053,NA,NA
"476","wv",2021-05-09,34.1428571,85.3049575,1291.0536,0.9853725,NA,NA
"477","wy",2021-05-09,5.4285714,52.93728,356.7765,2.6425378,NA,NA
"478","ak",2021-05-10,4.4285714,73.0589989,467,2.0529827,NA,NA
"479","al",2021-05-10,65.2857143,72.4397355,2045.0395,0.9880508,NA,NA
"480","ar",2021-05-10,34.7142857,72.7127697,1341.5984,1.2161126,NA,NA
"481","az",2021-05-10,64.1428571,80.9945414,3435.9853,0.6693317,NA,NA
"482","ca",2021-05-10,206.7142857,90.8307099,13494.7573,0.2484286,NA,NA
"483","co",2021-05-10,113.8571429,85.2140819,2979.9017,0.6502478,NA,NA
"484","ct",2021-05-10,55,91.3973335,2291,0.5858289,NA,NA
"485","dc",2021-05-10,12.7142857,90.8677125,260,1.7865201,NA,NA
"486","de",2021-05-10,12.2857143,89.1693761,644,1.2245927,NA,NA
"487","fl",2021-05-10,424.2857143,81.3504685,10053.9996,0.3884584,NA,NA
"488","ga",2021-05-10,181,76.8981649,3536.9645,0.7087056,NA,NA
"489","hi",2021-05-10,7.1428571,92.7938913,684,0.9887399,NA,NA
"490","ia",2021-05-10,28.5714286,77.0347197,2178.7538,0.9011043,NA,NA
"491","id",2021-05-10,12.2857143,63.5308922,1101.5496,1.4502839,NA,NA
"492","il",2021-05-10,202.2857143,86.8501219,6507.0231,0.418943,NA,NA
"493","in",2021-05-10,88.1428571,78.4192696,3467.0006,0.6986626,NA,NA
"494","ks",2021-05-10,25.4285714,74.8493751,1600.9409,1.0843783,NA,NA
"495","ky",2021-05-10,116.4285714,83.2028573,2194.4423,0.7980402,NA,NA
"496","la",2021-05-10,56.1428571,71.9881001,1881.9992,1.0351229,NA,NA
"497","ma",2021-05-10,62.4285714,91.6757929,3007.008,0.5037691,NA,NA
"498","md",2021-05-10,100.1428571,91.7345289,2504.9986,0.5501695,NA,NA
"499","me",2021-05-10,15.7142857,88.9850366,1277.2234,0.8760252,NA,NA
"500","mi",2021-05-10,264.4285714,88.8317068,7658.0304,0.3599307,NA,NA
"501","mn",2021-05-10,64.1428571,86.1221099,2848.8317,0.6477175,NA,NA
"502","mo",2021-05-10,60.1428571,73.7227607,2867.4051,0.8219514,NA,NA
"503","ms",2021-05-10,25.1428571,69.4793873,1157.8817,1.3532951,NA,NA
"504","mt",2021-05-10,15.7142857,67.3708317,773.1299,1.6862141,NA,NA
"505","nc",2021-05-10,106,84.8325222,4673.0066,0.5247346,NA,NA
"506","nd",2021-05-10,7.5714286,60.3694186,398.9637,2.4488209,NA,NA
"507","ne",2021-05-10,13.4285714,76.1897072,1147.8918,1.2571296,NA,NA
"508","nh",2021-05-10,12,85.429687,994.7766,1.1186032,NA,NA
"509","nj",2021-05-10,127.7142857,90.0899766,3571.9986,0.4999424,NA,NA
"510","nm",2021-05-10,25.8571429,89.8551473,1423.8652,0.8001288,NA,NA
"511","nv",2021-05-10,33,86.4360219,1173.5407,0.9995208,NA,NA
"512","ny",2021-05-10,234.5714286,90.9824923,7647.0001,0.3275493,NA,NA
"513","oh",2021-05-10,159.8571429,83.7479502,6406.0052,0.4609433,NA,NA
"514","ok",2021-05-10,28.5714286,68.5333239,1957.0562,1.0497229,NA,NA
"515","or",2021-05-10,43.5714286,88.0616636,2818.4483,0.6107456,NA,NA
"516","pa",2021-05-10,226.7142857,85.5497743,6936.0025,0.4221746,NA,NA
"517","pr",2021-05-10,19.4285714,NA,NA,NA,NA,NA
"518","ri",2021-05-10,6.7142857,92.3135637,602.992,1.0847746,NA,NA
"519","sc",2021-05-10,39.8571429,78.8586434,2858.0026,0.763765,NA,NA
"520","sd",2021-05-10,7.7142857,59.8338044,553.3361,2.0840549,NA,NA
"521","tn",2021-05-10,78.7142857,73.8628106,3250.5182,0.7706657,NA,NA
"522","tx",2021-05-10,331,81.8622787,9695.0183,0.3913443,NA,NA
"523","ut",2021-05-10,22.4285714,77.8133124,1457.2432,1.0884467,NA,NA
"524","va",2021-05-10,73.7142857,87.5333441,4616.9403,0.486166,NA,NA
"525","vi",2021-05-10,0.1428571,NA,NA,NA,NA,NA
"526","vt",2021-05-10,3.5714286,92.7325455,546.0002,1.1109918,NA,NA
"527","wa",2021-05-10,70,89.5231073,4545.9783,0.4542241,NA,NA
"528","wi",2021-05-10,85.4285714,80.5051932,3387.9697,0.6806152,NA,NA
"529","wv",2021-05-10,33.8571429,85.7706997,1255.0533,0.9861209,NA,NA
"530","wy",2021-05-10,5,55.0541492,352.7786,2.6484313,NA,NA
"531","ak",2021-05-11,4.1428571,73.8381479,455,2.0604826,NA,NA
"532","al",2021-05-11,69,72.850631,2026.0523,0.9880324,NA,NA
"533","ar",2021-05-11,34.7142857,71.5836046,1347.6716,1.2285681,NA,NA
"534","az",2021-05-11,64.4285714,80.59719,3412.793,0.6769199,NA,NA
"535","ca",2021-05-11,203.7142857,90.6710869,13427.6847,0.2509859,NA,NA
"536","co",2021-05-11,109.1428571,84.97304,2904.8985,0.6629956,NA,NA
"537","ct",2021-05-11,53.7142857,91.8638032,2299,0.5701819,NA,NA
"538","dc",2021-05-11,12,90.9563869,264,1.7651663,NA,NA
"539","de",2021-05-11,12.1428571,89.9396601,626,1.20225,NA,NA
"540","fl",2021-05-11,425,81.0221321,9994.9999,0.392224,NA,NA
"541","ga",2021-05-11,179.1428571,75.9393908,3509.9639,0.7214987,NA,NA
"542","hi",2021-05-11,7,92.2912611,671,1.0297,NA,NA
"543","ia",2021-05-11,28.2857143,77.1945872,2178.7485,0.8988947,NA,NA
"544","id",2021-05-11,12.2857143,63.371494,1086.5681,1.4615985,NA,NA
"545","il",2021-05-11,192.2857143,86.4112417,6489.0452,0.4253874,NA,NA
"546","in",2021-05-11,87.5714286,77.6938036,3449.0038,0.7088578,NA,NA
"547","ks",2021-05-11,25.1428571,74.9990487,1584.9411,1.0876761,NA,NA
"548","ky",2021-05-11,116.5714286,82.987946,2186.7526,0.8035003,NA,NA
"549","la",2021-05-11,57.2857143,71.2610884,1866.9994,1.0473439,NA,NA
"550","ma",2021-05-11,59.4285714,91.8043082,2965.008,0.5037458,NA,NA
"551","md",2021-05-11,97.1428571,92.1832275,2443.9987,0.5429867,NA,NA
"552","me",2021-05-11,14,87.5585765,1262,0.9290834,NA,NA
"553","mi",2021-05-11,255.8571429,88.5407826,7574.039,0.3660036,NA,NA
"554","mn",2021-05-11,59.8571429,85.9328196,2798.0177,0.6572912,NA,NA
"555","mo",2021-05-11,61.7142857,73.8011674,2892.3032,0.8176184,NA,NA
"556","ms",2021-05-11,23,68.5913962,1142.6969,1.373073,NA,NA
"557","mt",2021-05-11,15.5714286,66.7826574,782.3965,1.6838401,NA,NA
"558","nc",2021-05-11,103.2857143,85.4329008,4653.0061,0.5171688,NA,NA
"559","nd",2021-05-11,7.5714286,61.885347,381.555,2.4863446,NA,NA
"560","ne",2021-05-11,13.5714286,76.1026289,1110.8956,1.279494,NA,NA
"561","nh",2021-05-11,10.2857143,84.9684145,1003,1.1284458,NA,NA
"562","nj",2021-05-11,123.4285714,90.0521479,3533.9986,0.5034757,NA,NA
"563","nm",2021-05-11,26.2857143,89.8674809,1432.1179,0.7973897,NA,NA
"564","nv",2021-05-11,34.2857143,86.5051159,1172.6133,0.9977645,NA,NA
"565","ny",2021-05-11,224.7142857,90.9112606,7562.0003,0.3305539,NA,NA
"566","oh",2021-05-11,155.5714286,83.6079038,6301.0007,0.466376,NA,NA
"567","ok",2021-05-11,28.8571429,68.4466313,1965.0559,1.0483624,NA,NA
"568","or",2021-05-11,43.1428571,87.664326,2788.4526,0.6227464,NA,NA
"569","pa",2021-05-11,213,85.5631746,6836.0039,0.4250873,NA,NA
"570","pr",2021-05-11,17.2857143,NA,NA,NA,NA,NA
"571","ri",2021-05-11,6.8571429,92.594675,601.992,1.0672587,NA,NA
"572","sc",2021-05-11,39.2857143,79.2438644,2863.0014,0.7579583,NA,NA
"573","sd",2021-05-11,7.5714286,58.3604203,544.2829,2.1130026,NA,NA
"574","tn",2021-05-11,76.1428571,73.3825992,3159.2081,0.7863036,NA,NA
"575","tx",2021-05-11,326.4285714,81.5389595,9532.0195,0.3973912,NA,NA
"576","ut",2021-05-11,23.4285714,77.9827366,1459.1872,1.0847394,NA,NA
"577","va",2021-05-11,70.4285714,87.7315164,4555.873,0.4860573,NA,NA
"578","vi",2021-05-11,0,NA,NA,NA,NA,NA
"579","vt",2021-05-11,3.4285714,92.9535078,539.0002,1.1023637,NA,NA
"580","wa",2021-05-11,69,89.6639078,4569.9736,0.4503293,NA,NA
"581","wi",2021-05-11,83.5714286,79.9925436,3364.9601,0.6896532,NA,NA
"582","wv",2021-05-11,35.7142857,84.5365149,1250.1027,1.0225935,NA,NA
"583","wy",2021-05-11,5.5714286,54.3482988,342.774,2.6904041,NA,NA
"584","ak",2021-05-12,4.5714286,73.6829091,469,2.0333676,NA,NA
"585","al",2021-05-12,70.4285714,70.8699262,2009.0523,1.0136923,NA,NA
"586","ar",2021-05-12,34.4285714,70.3729349,1378.3635,1.2298872,NA,NA
"587","az",2021-05-12,61.5714286,81.0482408,3384.6786,0.6736555,NA,NA
"588","ca",2021-05-12,204.8571429,90.4992479,13238.6911,0.2548467,NA,NA
"589","co",2021-05-12,104.1428571,84.6280171,2909.8688,0.6686292,NA,NA
"590","ct",2021-05-12,50.5714286,92.3019115,2256,0.5612124,NA,NA
"591","dc",2021-05-12,12.1428571,90.5159999,255,1.8347984,NA,NA
"592","de",2021-05-12,11.7142857,90.2792379,625,1.1849611,NA,NA
"593","fl",2021-05-12,425.2857143,80.8743669,9900.9994,0.3952518,NA,NA
"594","ga",2021-05-12,171,76.0468201,3508.9693,0.7204973,NA,NA
"595","hi",2021-05-12,7,91.8971956,657,1.0645992,NA,NA
"596","ia",2021-05-12,25.2857143,77.4438577,2125.7286,0.9065087,NA,NA
"597","id",2021-05-12,12.5714286,64.3483985,1057.0489,1.4731971,NA,NA
"598","il",2021-05-12,183.8571429,86.4483764,6471.0452,0.4254876,NA,NA
"599","in",2021-05-12,85.4285714,77.4059345,3417.004,0.7154208,NA,NA
"600","ks",2021-05-12,24.7142857,74.7735548,1527.9413,1.1110886,NA,NA
"601","ky",2021-05-12,116.4285714,82.8299727,2186.3683,0.8065245,NA,NA
"602","la",2021-05-12,56.8571429,70.5433122,1814.9997,1.0699946,NA,NA
"603","ma",2021-05-12,56.4285714,91.2505854,2902.0075,0.5245152,NA,NA
"604","md",2021-05-12,94.8571429,91.3134823,2459.9986,0.5678359,NA,NA
"605","me",2021-05-12,14.2857143,87.1978063,1216,0.9581383,NA,NA
"606","mi",2021-05-12,249.8571429,88.3127115,7415.0472,0.3730882,NA,NA
"607","mn",2021-05-12,61.5714286,85.8368992,2775.0179,0.6618861,NA,NA
"608","mo",2021-05-12,59.7142857,73.9399779,2891.5988,0.8163155,NA,NA
"609","ms",2021-05-12,23.2857143,68.4378273,1168.4819,1.3596294,NA,NA
"610","mt",2021-05-12,13.5714286,68.1670841,776.1698,1.6720421,NA,NA
"611","nc",2021-05-12,101.5714286,84.6843605,4603.0058,0.5308214,NA,NA
"612","nd",2021-05-12,7.5714286,61.7130074,391.9172,2.4553693,NA,NA
"613","ne",2021-05-12,13.7142857,75.9997783,1102.9109,1.2860077,NA,NA
"614","nh",2021-05-12,9.2857143,85.497421,988,1.1202647,NA,NA
"615","nj",2021-05-12,111.2857143,89.7893329,3460.9983,0.5146817,NA,NA
"616","nm",2021-05-12,26.1428571,88.92999,1460.2603,0.8210753,NA,NA
"617","nv",2021-05-12,34.2857143,85.0705955,1180.8799,1.0370701,NA,NA
"618","ny",2021-05-12,217.5714286,90.9414672,7418.0004,0.3332472,NA,NA
"619","oh",2021-05-12,147.4285714,83.3623145,6314.0011,0.4686828,NA,NA
"620","ok",2021-05-12,29.2857143,68.220959,1967.056,1.0498347,NA,NA
"621","or",2021-05-12,41.2857143,87.0579787,2768.451,0.6379504,NA,NA
"622","pa",2021-05-12,205,85.7872305,6663.0038,0.4277752,NA,NA
"623","pr",2021-05-12,18.5714286,NA,NA,NA,NA,NA
"624","ri",2021-05-12,6.8571429,91.4488161,593.9925,1.1473917,NA,NA
"625","sc",2021-05-12,38,79.1988937,2811.0013,0.7655477,NA,NA
"626","sd",2021-05-12,6.8571429,58.9138937,532.1929,2.132661,NA,NA
"627","tn",2021-05-12,75,72.8582326,3075.5919,0.8018516,NA,NA
"628","tx",2021-05-12,322.2857143,80.8172979,9554.0227,0.4028227,NA,NA
"629","ut",2021-05-12,23.8571429,76.1517277,1432.192,1.126076,NA,NA
"630","va",2021-05-12,70.8571429,87.3807487,4493.9544,0.4953479,NA,NA
"631","vi",2021-05-12,0,NA,NA,NA,NA,NA
"632","vt",2021-05-12,3.5714286,92.8356426,505.0001,1.1476257,NA,NA
"633","wa",2021-05-12,68.2857143,89.4568278,4545.9747,0.45549,NA,NA
"634","wi",2021-05-12,84,79.5548001,3315.9512,0.7003656,NA,NA
"635","wv",2021-05-12,33.1428571,84.2071241,1223.1022,1.0427343,NA,NA
"636","wy",2021-05-12,6.2857143,49.4068705,340.988,2.7075089,NA,NA
"637","ak",2021-05-13,4.8571429,73.2812517,449,2.0882444,NA,NA
"638","al",2021-05-13,72,70.5076935,1975.0532,1.0260847,NA,NA
"639","ar",2021-05-13,33,70.3678101,1362.3634,1.2371501,NA,NA
"640","az",2021-05-13,63.2857143,81.4593972,3298.1327,0.6767036,NA,NA
"641","ca",2021-05-13,198.4285714,90.454887,13183.7008,0.2559104,NA,NA
"642","co",2021-05-13,100,84.2870527,2903.8708,0.6753371,NA,NA
"643","ct",2021-05-13,49.5714286,92.0068691,2203,0.5777784,NA,NA
"644","dc",2021-05-13,11.8571429,89.6405453,249,1.9311723,NA,NA
"645","de",2021-05-13,11.7142857,90.4898705,640,1.1595867,NA,NA
"646","fl",2021-05-13,415.7142857,80.3765988,9846.9993,0.4002211,NA,NA
"647","ga",2021-05-13,164.1428571,75.9155798,3497.9697,0.7229788,NA,NA
"648","hi",2021-05-13,6,91.9374659,670,1.0518278,NA,NA
"649","ia",2021-05-13,24.7142857,77.0126358,2087.6135,0.9208747,NA,NA
"650","id",2021-05-13,12,64.5427749,1043.0672,1.4812216,NA,NA
"651","il",2021-05-13,167,86.4016373,6460.0455,0.4264681,NA,NA
"652","in",2021-05-13,85.5714286,76.9864627,3359.0039,0.7262625,NA,NA
"653","ks",2021-05-13,22.8571429,74.5934575,1495.9418,1.1255526,NA,NA
"654","ky",2021-05-13,115.4285714,82.6859073,2166.3737,0.8129221,NA,NA
"655","la",2021-05-13,58.2857143,68.8356299,1789.9995,1.0947359,NA,NA
"656","ma",2021-05-13,54.5714286,90.9332262,2816.008,0.5410915,NA,NA
"657","md",2021-05-13,91.1428571,90.8294727,2406.9986,0.5882645,NA,NA
"658","me",2021-05-13,14.2857143,86.1862644,1204,0.9944005,NA,NA
"659","mi",2021-05-13,239.5714286,87.9203808,7298.0465,0.3814768,NA,NA
"660","mn",2021-05-13,63.4285714,85.7613815,2787.9074,0.6618211,NA,NA
"661","mo",2021-05-13,58.4285714,73.4896598,2821.6916,0.830933,NA,NA
"662","ms",2021-05-13,24.1428571,65.5028236,1163.2972,1.3937229,NA,NA
"663","mt",2021-05-13,12.7142857,67.8768409,729.1331,1.7292848,NA,NA
"664","nc",2021-05-13,101.1428571,84.3022953,4585.0053,0.5372394,NA,NA
"665","nd",2021-05-13,8.2857143,62.4992593,370.0602,2.5166404,NA,NA
"666","ne",2021-05-13,13.4285714,75.3578681,1096.9807,1.3010798,NA,NA
"667","nh",2021-05-13,8.4285714,85.0061554,981,1.1398486,NA,NA
"668","nj",2021-05-13,106.7142857,90.1486818,3410.9982,0.5102536,NA,NA
"669","nm",2021-05-13,26.1428571,88.6618867,1460.9149,0.8295192,NA,NA
"670","nv",2021-05-13,34.5714286,85.2489563,1192.8702,1.0267372,NA,NA
"671","ny",2021-05-13,208.4285714,90.8567049,7367.0003,0.335803,NA,NA
