"","state","state_full","date","finances_prop","symptom_prop","maskwearing_prop","admission_prop","depression_prop"
"285","NE","District of Columbia",2021-05-06,35.3871959,0.6225735,77.7494062,0,13.1629456
"286","NH","District of Columbia",2021-05-06,30.3911564,0.663228,87.4756634,0.0313679,13.5963911
"287","NJ","District of Columbia",2021-05-06,40.2867352,0.8325518,91.6007428,0.0160832,9.4059008
"288","NM","District of Columbia",2021-05-06,40.6922046,0.7555396,90.1527169,0,11.5025778
"289","NV","District of Columbia",2021-05-06,42.3631717,0.6486573,87.2996896,0.0045521,12.9665703
"290","NY","District of Columbia",2021-05-06,42.301255,0.5664553,91.7155518,0.0096042,10.8938742
"291","OH","District of Columbia",2021-05-06,34.3736581,1.0953839,84.7469135,0.0012217,12.1045669
"292","OK","District of Columbia",2021-05-06,41.2170266,1.0011384,71.7438934,0.032298,12.4809029
"293","OR","District of Columbia",2021-05-06,33.6698413,1.0678249,88.7269302,0.0033681,14.1193601
"294","PA","District of Columbia",2021-05-06,35.0068883,0.9886611,85.3007902,0.0178805,11.0095611
"295","RI","District of Columbia",2021-05-06,37.8673795,0.4409453,92.612208,0,13.4364672
"296","SC","District of Columbia",2021-05-06,36.2214286,1.5050713,77.7807903,0.0082133,9.3067701
"297","SD","District of Columbia",2021-05-06,32.3673148,1.7286809,65.1109397,0.0480075,8.5337086
"298","TN","District of Columbia",2021-05-06,40.03217,1.5352967,77.2533271,0.0248922,10.9769563
"299","TX","District of Columbia",2021-05-06,44.5703334,0.957576,81.8849479,0.0145967,10.2625906
"300","UT","District of Columbia",2021-05-06,33.9240517,0.6655288,78.7900802,0,13.0157823
"301","VA","District of Columbia",2021-05-06,35.3596559,0.6690475,88.807456,0.0498886,10.2572774
"302","VT","District of Columbia",2021-05-06,32.8700966,0.3608155,92.9880431,0,16.6067278
"303","WA","District of Columbia",2021-05-06,34.0427764,0.5850322,89.9717442,0.0037137,12.7519051
"304","WI","District of Columbia",2021-05-06,30.1408724,0.7495929,79.9323801,0.0024493,10.2932503
"305","WV","District of Columbia",2021-05-06,42.5878117,1.1478798,83.7070044,0.0240125,11.6352432
"306","WY","District of Columbia",2021-05-06,34.0360969,1.0438021,53.3433958,0.0245321,7.852409
"307","AK","District of Columbia",2021-05-07,39.3750306,0.784146,77.1354526,0.1367693,13.3110187
"308","AL","District of Columbia",2021-05-07,35.5914635,0.6220699,73.7684121,0.0319297,10.9420344
"309","AR","District of Columbia",2021-05-07,41.3064009,0.9784115,74.7174138,0.0282837,12.8509251
"310","AZ","District of Columbia",2021-05-07,35.5799771,0.9535589,81.2138003,0.0115496,9.9129291
"311","CA","District of Columbia",2021-05-07,41.4715317,0.6539756,90.8683211,0.0061689,9.5456072
"312","CO","District of Columbia",2021-05-07,35.0960472,0.7656389,86.785577,0,9.1011204
"313","CT","District of Columbia",2021-05-07,36.2778306,0.6035171,91.931869,0.0040162,8.3108454
"314","DC","District of Columbia",2021-05-07,24.7437675,0.2814586,91.1198525,0,7.2056923
"315","DE","District of Columbia",2021-05-07,37.8829124,0.7658595,90.0816116,0,10.5878998
"316","FL","District of Columbia",2021-05-07,40.3042205,0.8833897,81.8205621,0.030894,9.3327847
"317","GA","District of Columbia",2021-05-07,40.3460985,1.0066224,77.593993,0.0293451,9.878748
"318","HI","District of Columbia",2021-05-07,43.2903283,0.4306084,92.1207493,0,6.4803695
"319","IA","District of Columbia",2021-05-07,31.4959225,0.6765295,77.8629078,0.0090314,9.952794
"320","ID","District of Columbia",2021-05-07,35.2060905,0.6452876,64.6825012,0,12.3543112
"321","IL","District of Columbia",2021-05-07,36.5301655,0.8355364,87.3359949,0.0011349,9.6112018
"322","IN","District of Columbia",2021-05-07,38.5803931,1.2290048,80.5565926,0.0063446,11.7937821
"323","KS","District of Columbia",2021-05-07,33.62235,0.6440936,76.7806407,0.0490277,10.467203
"324","KY","District of Columbia",2021-05-07,40.4210683,1.2095589,82.5780768,0.0095722,13.2577181
"325","LA","District of Columbia",2021-05-07,44.2658243,1.377865,75.8087151,0.0092259,11.9774696
"326","MA","District of Columbia",2021-05-07,34.1652981,0.5037458,92.9285876,0.0041447,10.1247652
"327","MD","District of Columbia",2021-05-07,33.8295707,0.9805276,91.8807146,0.0117951,8.1048753
"328","ME","District of Columbia",2021-05-07,33.0844571,0.4078742,89.9481154,0.0105809,13.5656641
"329","MI","District of Columbia",2021-05-07,35.1295107,1.141189,89.1912237,0.0014334,12.4402549
"330","MN","District of Columbia",2021-05-07,28.6380975,0.7045743,86.9818487,0.0025252,9.3747368
"331","MO","District of Columbia",2021-05-07,32.7184335,0.4996141,74.9764978,0.0069669,10.9842279
"332","MS","District of Columbia",2021-05-07,44.8127515,0.8853788,72.663882,0.0433369,10.9515301
"333","MT","District of Columbia",2021-05-07,32.4852019,1.1800852,69.2729718,0,8.6243518
"334","NC","District of Columbia",2021-05-07,37.5303944,0.8361338,85.6400498,0.0471661,10.1183581
"335","ND","District of Columbia",2021-05-07,33.3669557,2.324608,59.2710222,0,10.82869
"336","NE","District of Columbia",2021-05-07,35.2795096,0.5722857,77.7478784,0,12.4088574
"337","NH","District of Columbia",2021-05-07,30.7397136,0.5478409,86.3216568,0.0313679,13.5716452
"338","NJ","District of Columbia",2021-05-07,39.8044799,0.7809581,90.4498188,0.0128666,8.5862089
"339","NM","District of Columbia",2021-05-07,41.1415088,0.853595,90.066323,0,11.6025981
"340","NV","District of Columbia",2021-05-07,43.9344025,0.5699162,87.2200342,0.0091042,13.4031089
"341","NY","District of Columbia",2021-05-07,41.7297,0.5740493,91.6064307,0.0088654,11.0542765
"342","OH","District of Columbia",2021-05-07,34.3928204,1.3018784,84.1131853,0.0012217,12.5773688
"343","OK","District of Columbia",2021-05-07,42.238498,1.002175,70.9483922,0.043064,12.8886324
"344","OR","District of Columbia",2021-05-07,33.9783592,1.1747055,88.7197148,0,14.014288
"345","PA","District of Columbia",2021-05-07,35.1216367,0.8643989,85.3162238,0.0212331,10.9789507
"346","RI","District of Columbia",2021-05-07,36.2831073,0.2850743,92.2705249,0,12.7594129
"347","SC","District of Columbia",2021-05-07,36.4014315,1.3173221,79.1119068,0.0164265,10.057323
"348","SD","District of Columbia",2021-05-07,32.2977271,1.3587215,64.5589658,0.0480075,10.3192698
"349","TN","District of Columbia",2021-05-07,40.3356885,1.401717,75.9328817,0.0269666,10.8642325
"350","TX","District of Columbia",2021-05-07,44.7710749,0.9201037,82.2643346,0.013137,10.5380128
"351","UT","District of Columbia",2021-05-07,33.7308666,0.691496,79.0468762,0,12.8176261
"352","VA","District of Columbia",2021-05-07,35.8783507,0.5529646,88.427751,0.0465627,10.2494886
"353","VT","District of Columbia",2021-05-07,34.7873122,0.5257176,92.4412837,0,16.5899033
"354","WA","District of Columbia",2021-05-07,34.7659991,0.6647372,89.7783682,0.0037137,13.0720299
"355","WI","District of Columbia",2021-05-07,29.5630402,0.7249267,79.6397415,0,10.170441
"356","WV","District of Columbia",2021-05-07,42.058428,1.0473621,83.2972199,0.0160083,11.6673414
"357","WY","District of Columbia",2021-05-07,33.2575258,0.552084,54.1439856,0.0245321,9.9373092
"358","AK","District of Columbia",2021-05-08,38.6456749,0.9629137,75.2047897,0.1367693,11.6544313
"359","AL","District of Columbia",2021-05-08,36.8138706,0.7825269,72.8592296,0.0261243,11.0768037
"360","AR","District of Columbia",2021-05-08,41.3762447,0.7435288,74.637701,0.0282837,12.3983801
"361","AZ","District of Columbia",2021-05-08,34.2769083,0.8683347,80.9148914,0.0153995,9.3262546
"362","CA","District of Columbia",2021-05-08,41.5568216,0.6945736,90.6768062,0.0054431,9.3378654
"363","CO","District of Columbia",2021-05-08,34.5986348,0.7759051,85.7073161,0,9.4069848
"364","CT","District of Columbia",2021-05-08,35.7236506,0.4498575,91.8266056,0.0040162,8.5635512
"365","DC","District of Columbia",2021-05-08,22.8519259,0.2897763,91.2261035,0,7.1926112
"366","DE","District of Columbia",2021-05-08,36.3656576,0.7409014,89.2899303,0,10.3776858
"367","FL","District of Columbia",2021-05-08,39.752813,0.9042099,81.7797825,0.0335233,9.3205952
"368","GA","District of Columbia",2021-05-08,40.8971724,1.1181759,77.5887132,0.0293451,10.5281024
"369","HI","District of Columbia",2021-05-08,39.6063678,0.7210203,92.2890538,0,6.4465195
"370","IA","District of Columbia",2021-05-08,32.4448412,0.6585301,76.8552111,0.0045157,10.767982
"371","ID","District of Columbia",2021-05-08,34.7288277,0.9038627,64.3116255,0,12.5719061
"372","IL","District of Columbia",2021-05-08,36.3106805,0.8020772,86.5196999,0.0022698,9.444254
"373","IN","District of Columbia",2021-05-08,38.2861483,1.0394326,79.8755863,0.0042297,12.5449249
"374","KS","District of Columbia",2021-05-08,33.9653424,0.6033293,76.9416835,0.0441249,11.0682718
"375","KY","District of Columbia",2021-05-08,40.9457007,1.1468586,82.8578127,0.0063815,13.6233932
"376","LA","District of Columbia",2021-05-08,45.5643777,1.1058798,75.2933076,0.0092259,13.2131887
"377","MA","District of Columbia",2021-05-08,34.470725,0.6689923,92.079981,0.0020723,9.951426
"378","MD","District of Columbia",2021-05-08,33.6546409,1.0199028,91.964312,0.0141541,8.8858356
"379","ME","District of Columbia",2021-05-08,33.6072287,0.5782343,90.1480084,0.0105809,12.5859183
"380","MI","District of Columbia",2021-05-08,35.5363582,0.9540871,89.3563128,0.0014334,12.4004883
"381","MN","District of Columbia",2021-05-08,29.7027955,0.7015838,86.7057835,0.0025252,9.7851672
"382","MO","District of Columbia",2021-05-08,33.1917333,0.5610429,73.7706633,0.0069669,10.4686107
"383","MS","District of Columbia",2021-05-08,43.6988499,0.8084913,71.6120077,0.0481521,10.971889
"384","MT","District of Columbia",2021-05-08,31.7526132,0.9627136,67.4820285,0,8.8860617
"385","NC","District of Columbia",2021-05-08,37.3931217,0.8164757,84.931767,0.0404281,9.786436
"386","ND","District of Columbia",2021-05-08,31.8382661,1.3517544,61.0773245,0,8.3393934
"387","NE","District of Columbia",2021-05-08,35.1870675,0.7434355,76.595603,0,11.6234954
"388","NH","District of Columbia",2021-05-08,31.111837,0.5188535,85.9579407,0.0313679,13.0441909
"389","NJ","District of Columbia",2021-05-08,40.1744121,0.5565373,90.1367945,0.0128666,9.0346298
"390","NM","District of Columbia",2021-05-08,40.3706446,0.9073382,89.3197296,0,11.7153613
"391","NV","District of Columbia",2021-05-08,43.5370238,0.6048653,87.2661585,0.0091042,11.7576046
"392","NY","District of Columbia",2021-05-08,41.7462739,0.5901339,91.512214,0.0081266,10.8462323
"393","OH","District of Columbia",2021-05-08,33.8996732,1.3013252,84.2689353,0.0012217,12.1987058
"394","OK","District of Columbia",2021-05-08,42.226201,0.955069,69.7087755,0.0538301,12.9189036
"395","OR","District of Columbia",2021-05-08,32.7458672,0.9899067,88.8716567,0,13.1808401
"396","PA","District of Columbia",2021-05-08,35.10255,0.7663089,85.4283931,0.0201156,10.9545578
"397","RI","District of Columbia",2021-05-08,37.7118385,0.3011656,92.7709158,0,12.2988581
"398","SC","District of Columbia",2021-05-08,36.4449684,1.3963444,78.7783253,0.0191643,10.0504735
"399","SD","District of Columbia",2021-05-08,32.726959,1.2115799,63.4453876,0.0480075,10.2557
"400","TN","District of Columbia",2021-05-08,39.7313098,1.3715696,74.9078679,0.0269666,11.0135132
"401","TX","District of Columbia",2021-05-08,44.282876,0.9205136,82.3501811,0.0126505,10.1007239
"402","UT","District of Columbia",2021-05-08,34.0548419,0.5063981,77.2253666,0,12.6068771
"403","VA","District of Columbia",2021-05-08,36.0906829,0.5994237,88.0815705,0.0415739,9.8257198
"404","VT","District of Columbia",2021-05-08,36.1588742,0.3632948,92.3514231,0,15.5556995
"405","WA","District of Columbia",2021-05-08,34.2602962,0.7566331,89.6587339,0.0018568,12.6051283
"406","WI","District of Columbia",2021-05-08,29.3875961,0.7201512,80.2189417,0,9.8298604
"407","WV","District of Columbia",2021-05-08,41.9980509,0.9405764,84.7457294,0.0080042,11.6368563
"408","WY","District of Columbia",2021-05-08,33.1024541,0.5507585,52.1144521,0.0245321,8.6643816
"409","AK","District of Columbia",2021-05-09,35.4818268,1.0328255,75.8906927,0.1367693,12.4421772
"410","AL","District of Columbia",2021-05-09,37.3735037,0.8989802,72.6100989,0.0261243,10.8964738
"411","AR","District of Columbia",2021-05-09,40.0347201,0.7062114,74.3236543,0.0282837,12.5735383
"412","AZ","District of Columbia",2021-05-09,34.7899426,0.7667841,80.5138809,0.0153995,9.9860448
"413","CA","District of Columbia",2021-05-09,41.2938236,0.7411391,90.7007692,0.0036288,9.579977
"414","CO","District of Columbia",2021-05-09,35.0815257,0.8531215,85.1727508,0,10.676459
"415","CT","District of Columbia",2021-05-09,35.8492951,0.3749912,92.0026743,0.0040162,7.8901974
"416","DC","District of Columbia",2021-05-09,24.0664321,0.3073581,90.8142837,0,6.783587
"417","DE","District of Columbia",2021-05-09,36.7461527,0.82089,89.4834502,0,9.4904116
"418","FL","District of Columbia",2021-05-09,40.4218713,0.8903037,81.5618666,0.030894,9.015088
"419","GA","District of Columbia",2021-05-09,41.1061114,1.1187992,77.6627429,0.0240096,10.1676463
"420","HI","District of Columbia",2021-05-09,39.755753,0.7175751,92.4240981,0,5.9600695
"421","IA","District of Columbia",2021-05-09,33.082904,0.6330739,77.057298,0,11.6123864
"422","ID","District of Columbia",2021-05-09,33.8117376,0.8639099,63.8319233,0,12.9744558
"423","IL","District of Columbia",2021-05-09,37.0859786,0.8468524,86.7179266,0.0034047,9.7121608
"424","IN","District of Columbia",2021-05-09,39.3385742,1.0850492,78.9243389,0.0042297,12.7929711
"425","KS","District of Columbia",2021-05-09,34.4981024,0.6996839,76.94855,0.0343194,10.3199197
"426","KY","District of Columbia",2021-05-09,41.0469876,1.0393295,82.5968752,0.0063815,13.8142403
"427","LA","District of Columbia",2021-05-09,45.6128335,1.2449423,74.3084017,0.0061506,13.6324619
"428","MA","District of Columbia",2021-05-09,34.4295485,0.5929638,91.9147321,0,9.8947733
"429","MD","District of Columbia",2021-05-09,33.6155802,0.8612491,91.8243376,0.0165131,9.0973158
"430","ME","District of Columbia",2021-05-09,31.9108076,0.5559222,89.5632108,0.0105809,11.7155508
"431","MI","District of Columbia",2021-05-09,35.318764,0.9549559,89.0464729,0.0014334,12.5191538
"432","MN","District of Columbia",2021-05-09,30.3541017,0.8680794,86.7154434,0.0025252,9.385711
"433","MO","District of Columbia",2021-05-09,33.3151474,0.5896023,73.2921572,0.0069669,10.1783292
"434","MS","District of Columbia",2021-05-09,41.8563803,0.7759232,69.3455802,0.0577826,10.6190628
"435","MT","District of Columbia",2021-05-09,32.2584539,1.1789596,66.9490567,0,9.4761956
"436","NC","District of Columbia",2021-05-09,37.4727159,0.7780057,84.6910032,0.0417757,9.6353773
"437","ND","District of Columbia",2021-05-09,30.1991374,1.3630044,61.4375605,0.0186666,9.8085276
"438","NE","District of Columbia",2021-05-09,35.7888154,0.7152406,76.1683792,0,11.3775156
"439","NH","District of Columbia",2021-05-09,31.0885368,0.4983579,85.9449266,0.0313679,11.9104869
"440","NJ","District of Columbia",2021-05-09,40.7706927,0.4605625,90.4198187,0.0144749,9.247862
"441","NM","District of Columbia",2021-05-09,41.869448,0.8679899,90.1898942,0,11.5343095
"442","NV","District of Columbia",2021-05-09,43.101512,0.6056565,87.9819994,0.0091042,10.9795669
"443","NY","District of Columbia",2021-05-09,41.737656,0.5816365,91.2428129,0.0073879,11.2764863
"444","OH","District of Columbia",2021-05-09,33.115201,1.1127656,84.1038816,0.0012217,12.0786519
"445","OK","District of Columbia",2021-05-09,41.6000633,0.9245265,69.4348814,0.0466527,12.6709271
"446","OR","District of Columbia",2021-05-09,33.4536195,0.9157497,88.3968926,0,13.6221294
"447","PA","District of Columbia",2021-05-09,34.8666006,0.7780185,85.5603097,0.0178805,10.441863
"448","RI","District of Columbia",2021-05-09,39.053565,0.5930072,92.7311507,0,11.9536498
"449","SC","District of Columbia",2021-05-09,36.0640068,1.4078549,78.6731541,0.0191643,9.3751648
"450","SD","District of Columbia",2021-05-09,30.859224,1.1427582,61.4324694,0.0480075,9.8410616
"451","TN","District of Columbia",2021-05-09,39.7479353,1.393459,74.4978932,0.0248922,10.584042
"452","TX","District of Columbia",2021-05-09,43.8342944,0.8650674,82.0426634,0.0116774,9.968717
"453","UT","District of Columbia",2021-05-09,34.0903098,0.4782879,77.0112153,0,11.766309
"454","VA","District of Columbia",2021-05-09,36.3455266,0.7018741,87.8621989,0.0399109,9.6923914
"455","VT","District of Columbia",2021-05-09,35.1784721,0.3034035,92.5046983,0,15.1829273
"456","WA","District of Columbia",2021-05-09,33.4773343,0.7725586,89.8351366,0,12.6843476
"457","WI","District of Columbia",2021-05-09,30.3056684,0.6514027,80.407522,0,9.4577588
"458","WV","District of Columbia",2021-05-09,42.1017278,0.9985255,85.3049575,0.0160083,12.1277651
"459","WY","District of Columbia",2021-05-09,32.5479683,1.0993826,52.93728,0,10.7750713
"460","AK","District of Columbia",2021-05-10,34.8357388,1.1299351,73.0589989,0.1367693,12.8511035
"461","AL","District of Columbia",2021-05-10,37.8316919,1.1297363,72.4397355,0.0261243,11.5975091
"462","AR","District of Columbia",2021-05-10,39.9865875,0.8888972,72.7127697,0.0235697,12.0029808
"463","AZ","District of Columbia",2021-05-10,35.3769135,0.8309231,80.9945414,0.0134745,10.3958456
"464","CA","District of Columbia",2021-05-10,40.7688618,0.745193,90.8307099,0.002903,9.7801496
"465","CO","District of Columbia",2021-05-10,35.8691271,0.7227488,85.2140819,0,10.9105011
"466","CT","District of Columbia",2021-05-10,36.3529702,0.4355531,91.3973335,0.0040162,8.0520993
"467","DC","District of Columbia",2021-05-10,25.5081849,0.3155987,90.8677125,0,7.7629271
"468","DE","District of Columbia",2021-05-10,33.0958712,1.0232454,89.1693761,0,9.5630187
"469","FL","District of Columbia",2021-05-10,40.7175515,0.8856584,81.3504685,0.030894,9.4034209
"470","GA","District of Columbia",2021-05-10,40.7279267,1.0916292,76.8981649,0.0226757,10.4961378
"471","HI","District of Columbia",2021-05-10,37.3069537,0.5453197,92.7938913,0,6.4545184
"472","IA","District of Columbia",2021-05-10,33.711495,0.7288595,77.0347197,0,12.2658022
"473","ID","District of Columbia",2021-05-10,33.039758,0.9137164,63.5308922,0,11.9083222
"474","IL","District of Columbia",2021-05-10,37.7003306,0.8946015,86.8501219,0.0022698,9.603739
"475","IN","District of Columbia",2021-05-10,39.1108941,1.0938952,78.4192696,0.0042297,13.0602132
